ts,dr_pos,dr_vel,dr_acc,sub_pos,goal_force,subj_force,ped_force,obj_force
11,"[10.02148180201099, 0.978374930381504, 1.0048861959001019]","[-0.025391922472914684, 0.16775592158497407, 0.006514616124604961]","[0.00981353185969605, -0.5174846995477378, 0.010247040125114723]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
12,"[9.975666999257067, 1.0081432927794127, 1.0161621575149336]","[-0.04701154348558105, 0.011297461286619905, -0.026382772512379207]","[0.11118858790232222, -0.005493918145749177, -0.08762089476394008]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
13,"[9.942595698890985, 1.0157247956932858, 0.9914205571664172]","[0.022393804576102048, 0.007728401666708027, -0.03330318926975051]","[0.0007686334896929436, 0.006013932969032784, 0.05307322681355128]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
14,"[9.934006630736022, 1.0290648883678584, 0.9664713908178602]","[0.003476674855979608, 0.012933855205328654, -0.003952715351069233]","[-0.0274212798931253, 0.0003699146556082611, -0.009742579298884987]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
15,"[9.948604235639511, 1.0325196758137545, 0.9514358889787184]","[-0.02485190224846215, 0.05243225801846636, 0.27156235790964284]","[-0.3873145136933237, 0.42953596134240324, 1.789322667057447]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
16,"[10.399827660199088, 1.0186894993899704, 0.08754054591525337]","[-0.018311845791450683, -0.08576395442895374, 0.29965034653046047]","[0.4353978051304386, 0.4998696789632606, -2.2838872080058192]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
17,"[10.241990946671816, 1.0136305512305688, 0.02466220688928345]","[0.6334308648543121, 0.10022775558380424, 0.06554317620869415]","[1.5285607046650052, 0.5123758795809313, -0.012800117615827111]","[8.410328030112003, 1.05, 0.0]",0.0,0.0,0.0,0.0
18,"[9.502583028258115, 1.0204069646075413, 0.028559227629573237]","[0.3825114031346399, -0.03119190729328938, -0.25170963685636016]","[-1.0447632902398918, 0.13103245788008075, 0.5752800141356207]","[7.74, 1.05, 0.0]",0.0,0.0,0.0,0.0
19,"[9.24702726489121, 1.027149112521241, 0.10114286841309636]","[0.4240796891916655, 0.051811187899539424, -0.05006150643650302]","[1.3770344832257364, 0.22505732347625346, 0.011442986438299496]","[7.1976, 1.05, 0.0]",0.0,0.0,0.0,0.0
20,"[8.892493794854795, 1.0278365908991436, 0.08415391186298185]","[0.3218267908763293, 0.04678149815139809, -0.013952673147048286]","[1.3749145243447392, 0.22182184302049768, -0.007935287625049359]","[6.562800000000003, 1.05, 0.0]",0.0,0.0,0.0,0.0
21,"[7.788171212143019, 1.0127883311585675, -0.026617910754681794]","[1.4389085850138075, 0.011713723876598529, 0.04764317737625686]","[-0.16990473079392387, 0.40042868300986867, -0.09515774740376931]","[5.9898000000000025, 1.05, 0.0]",0.0,0.0,0.0,0.0
22,"[6.607204360813428, 1.0233704763861025, -0.060238337533979426]","[0.7700914251558446, -0.06973441828887655, -0.15542116744399959]","[-1.207745794427284, 0.7526069662352475, -0.15112614246137746]","[5.382000000000002, 1.05, 0.0]",0.0,0.0,0.0,0.0
