ts,dr_pos,dr_vel,dr_acc,sub_pos,goal_force,subj_force,ped_force,obj_force
11,"[1.0055127607044627, 0.974069791859619, 4.0193503736332055]","[0.00946148353559271, 0.17396025843813084, -0.03718716101566094]","[0.008349805186737974, -0.47889345452434284, 0.022312008169420028]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
12,"[1.0055771967069258, 0.9752735096432178, 4.01908702877806]","[0.009518256141230393, 0.17063925742424232, -0.03702574000583451]","[0.007827001351618651, -0.4697614443680831, 0.023805294116073517]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
13,"[0.6886199413122632, 1.0025949245939716, 4.017296329894552]","[-0.5930567983097009, -0.07028003641076114, -0.1611973594353419]","[1.4096073775285989, 0.1329631052503083, 0.03665388004014947]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
14,"[0.28699431875780185, 1.0021870349325208, 4.411437315082063]","[-1.2272526763378746, 0.23892511511191328, 0.3179601298781963]","[-1.2397176909757501, -1.9895277540898648, 0.06727241002812967]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
15,"[0.009705903218531367, 1.006889233773832, 4.947868371176336]","[-0.048280765925601175, 0.012624310849585183, -0.03393181047914127]","[-0.1733288343260253, 0.01876970233759441, 0.1083865990331237]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
16,"[-0.017414446210474395, 1.0147639896032958, 5.003518151606024]","[-0.03298162789572419, 0.0029069299247303634, 0.0022325267893897934]","[0.06246073478619052, -0.04224175990344457, -0.005456210293028688]","[1.0, 1.0549999999996043, 5.007723312499999]",0.0,0.0,0.0,0.0
17,"[0.01097602084906556, 1.013448870774002, 5.028149636594228]","[-0.004745844843678668, 0.002227788958910075, 0.15508919529092235]","[0.04090988038712995, 0.1022969845367299, 0.103590291466088]","[1.0, 1.05, 5.5582668372679995]",0.0,0.0,0.0,0.0
18,"[0.42191363535579846, 1.0049588766287434, 5.252986607207351]","[-0.18830341997651462, -0.01920031427555901, 0.5073118036943809]","[-0.6289713904824024, 0.13434863375284822, -0.7961927733299845]","[1.0, 1.05, 6.211999999999998]",0.0,0.0,0.0,0.0
19,"[0.44035501416500233, 1.0083163637205537, 5.850051403991284]","[-0.8069161788824166, 0.14480605293042206, 0.29619898870615247]","[-1.5436045945189658, 0.5242086057611339, -0.05447013281567603]","[1.0, 1.05, 6.807199999999999]",0.0,0.0,0.0,0.0
20,"[0.2929062230256944, 1.0101500097016343, 6.643815715095029]","[-0.2642451154021922, -0.021347912634514285, 0.21917338953800153]","[0.40616573099511166, 0.34567782825742355, -0.4591347185903816]","[0.9480395055040001, 1.05, 7.477160494495999]",0.0,0.0,0.0,0.0
