ts,dr_pos,dr_vel,dr_acc,sub_pos,goal_force,subj_force,ped_force,obj_force
16,"[4.021079726988863, 0.975495093653369, 8.002418322611065]","[-0.026523426402252595, 0.17542369881150838, 0.003534243442091425]","[0.03614594497733728, -0.471228543358293, 0.0013632128084903328]","[5.062549959968, 1.05, 7.499500000064001]",0.0,0.0,0.0,0.0
17,"[4.015889124513358, 0.9934774668676511, 8.003101275574227]","[-0.024305627812866274, 0.033891225298609634, 0.0038127953367082905]","[0.04516513723385254, -0.1355783758857712, -0.00024076039321441547]","[5.0725072355, 1.05, 7.365045029]",0.0,0.0,0.0,0.0
18,"[4.513548253474852, 0.9997750793310467, 8.118152650186762]","[0.6761950637674247, -0.0831272823924238, 0.40641974912182727]","[-1.7766122836783138, -0.1540024577989102, -0.04233815701870647]","[4.839766544884, 1.05, 6.932033455115999]",0.0,0.0,0.0,0.0
19,"[5.067057259860241, 0.9990100826787509, 7.8090320839270975]","[1.3083378847027012, 0.12791263841870126, -0.029607790671628664]","[0.9519918949516537, -0.7867975353744727, -1.353243750027766]","[4.200307402036002, 1.05, 6.985892597964]",0.0,0.0,0.0,0.0
20,"[4.402787756135103, 1.000109482668636, 6.707868940581114]","[1.0643322784113145, 0.13150863765855095, -1.224717465644152]","[-0.20421990779984078, -1.7263500291080647, -0.8545510316324556]","[3.590400000000002, 1.05, 6.999999999999999]",0.0,0.0,0.0,0.0
21,"[3.657156639554545, 1.0170772973968587, 6.867662378573913]","[-0.778402170685767, 0.13150573410211097, -0.05566110276822506]","[0.1263813643934686, -1.2940937457471788, -0.305904117205158]","[2.961600000000002, 1.05, 7.0]",0.0,0.0,0.0,0.0
22,"[3.5818514884050168, 1.0084948728895728, 7.5127537929020125]","[0.41066395598498945, 0.028689643106428415, -0.5557641221521444]","[2.095694559069161, 0.3178829263933494, 0.7668819854331765]","[2.388600000000004, 1.05, 7.0]",0.0,0.0,0.0,0.0
23,"[2.96912535032058, 1.0057810929708935, 7.401428430883032]","[0.3058938558859435, 0.022396509163458277, -0.021053039417826207]","[0.03752646195320786, -0.07341319434646387, 0.060225401539368284]","[1.7399573995520032, 1.05, 7.021642600447999]",0.0,0.0,0.0,0.0
24,"[2.390561604942467, 1.0049539720544756, 7.126411890630308]","[0.7208302403784842, 0.09955856271257998, -0.5058329736427196]","[-0.3660799053355479, 0.579439941951837, -2.0776336400797346]","[1.1206213894280033, 1.05, 7.060778610572001]",0.0,0.0,0.0,0.0
