ts," -0.0025362912490726336]""","[0.0, 1.05, 0.0]",0.0,0.0.1,0.0.2,0.0.3
"[-0.016585728257074606, -0.0028596826697267633, 0.017714773548406542]","[0.04314896503860438, 0.017166577474572384, 0.0030128145200800094]","[-0.011892337055999989, 1.05, 8.877301005888002]",0.0,0.0,0.0,0.0
"[-0.01654242967981834, -0.0028596826697267633, 0.017714773548406542]","[0.043298577256264265, 0.017810249351704697, 0.003123516465565468]","[-0.011892337055999989, 1.05, 8.877301005888002]",0.0,0.0,0.0,0.0
"[-0.01654242967981834, -0.0028596826697267633, 0.017717897064872107]","[0.043298577256264265, 0.017810249351704697, 0.003123516465565468]","[-0.011892337055999989, 1.05, 8.877301005888002]",0.0,0.0,0.0,0.0
"[-0.01654242967981834, -0.0028418724203750586, 0.017717897064872107]","[0.043298577256264265, 0.017810249351704697, 0.003123516465565468]","[-0.011892337055999989, 1.05, 8.877301005888002]",0.0,0.0,0.0,0.0
"[-0.016498988947022706, -0.0028418724203750586, 0.017717897064872107]","[0.04344073279563543, 0.018381379826849266, 0.0031978823497001707]","[-0.011892337055999989, 1.05, 8.877301005888002]",0.0,0.0,0.0,0.0
"[-0.016498988947022706, -0.0028418724203750586, 0.017721094947221808]","[0.04344073279563543, 0.018381379826849266, 0.0031978823497001707]","[-0.011892337055999989, 1.05, 8.877301005888002]",0.0,0.0,0.0,0.0
"[-0.016498988947022706, -0.0028234910405482093, 0.017721094947221808]","[0.04344073279563543, 0.018381379826849266, 0.0031978823497001707]","[-0.011892337055999989, 1.05, 8.877301005888002]",0.0,0.0,0.0,0.0
"[-0.01645541940961659, -0.0028234910405482093, 0.017721094947221808]","[0.04356953740611638, 0.019129784495286982, 0.0032802975878029605]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.01645541940961659, -0.0028234910405482093, 0.01772437524480961]","[0.04356953740611638, 0.019129784495286982, 0.0032802975878029605]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.01645541940961659, -0.0028043612560529224, 0.01772437524480961]","[0.04356953740611638, 0.019129784495286982, 0.0032802975878029605]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.016411722087025515, -0.0028043612560529224, 0.01772437524480961]","[0.04369732259107417, 0.020024966401336556, 0.0033696968114449444]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.016411722087025515, -0.0028043612560529224, 0.017727744941621056]","[0.04369732259107417, 0.020024966401336556, 0.0033696968114449444]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.016411722087025515, -0.002784336289651586, 0.017727744941621056]","[0.04369732259107417, 0.020024966401336556, 0.0033696968114449444]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.016367887904111998, -0.002784336289651586, 0.017727744941621056]","[0.043834182913517206, 0.02104882049813522, 0.003465542454530318]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.016367887904111998, -0.002784336289651586, 0.017731210484075586]","[0.043834182913517206, 0.02104882049813522, 0.003465542454530318]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.016367887904111998, -0.0027632874691534506, 0.017731210484075586]","[0.043834182913517206, 0.02104882049813522, 0.003465542454530318]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.01632389610832162, -0.0027632874691534506, 0.017731210484075586]","[0.04399179579037821, 0.022133616267579204, 0.003565261059233771]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.01632389610832162, -0.0027632874691534506, 0.01773477574513482]","[0.04399179579037821, 0.022133616267579204, 0.003565261059233771]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.01632389610832162, -0.0027411538528858714, 0.01773477574513482]","[0.04399179579037821, 0.022133616267579204, 0.003565261059233771]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.0162797229949893, -0.0027411538528858714, 0.01773477574513482]","[0.04417311333232074, 0.023206037357153837, 0.003638353011117118]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.0162797229949893, -0.0027411538528858714, 0.017738414098145937]","[0.04417311333232074, 0.023206037357153837, 0.003638353011117118]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.0162797229949893, -0.0027179478155287175, 0.017738414098145937]","[0.04417311333232074, 0.023206037357153837, 0.003638353011117118]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.01623535076554681, -0.0027179478155287175, 0.017738414098145937]","[0.04437222944249017, 0.024402219894580166, 0.0037177098042018297]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.01623535076554681, -0.0027179478155287175, 0.01774213180795014]","[0.04437222944249017, 0.024402219894580166, 0.0037177098042018297]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.01623535076554681, -0.0026935455956341374, 0.01774213180795014]","[0.04437222944249017, 0.024402219894580166, 0.0037177098042018297]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.016190750287123534, -0.0026935455956341374, 0.01774213180795014]","[0.0446004784232755, 0.025683011660732145, 0.0038019131858718636]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.016190750287123534, -0.0026935455956341374, 0.01774593372113601]","[0.0446004784232755, 0.025683011660732145, 0.0038019131858718636]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.016190750287123534, -0.0026678625839734052, 0.01774593372113601]","[0.0446004784232755, 0.025683011660732145, 0.0038019131858718636]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.016145882365715788, -0.0026678625839734052, 0.01774593372113601]","[0.04486792140774576, 0.027043082400400337, 0.00389056169932539]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.016145882365715788, -0.0026678625839734052, 0.017749824282835336]","[0.04486792140774576, 0.027043082400400337, 0.00389056169932539]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.016145882365715788, -0.002640819501573005, 0.017749824282835336]","[0.04486792140774576, 0.027043082400400337, 0.00389056169932539]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.016100701269183858, -0.002640819501573005, 0.017749824282835336]","[0.04518109653193006, 0.028426165713999613, 0.003982080773179408]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.016100701269183858, -0.002640819501573005, 0.017753806363608515]","[0.04518109653193006, 0.028426165713999613, 0.003982080773179408]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.016100701269183858, -0.0026123933358590053, 0.017753806363608515]","[0.04518109653193006, 0.028426165713999613, 0.003982080773179408]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.016055149346075284, -0.0026123933358590053, 0.017753806363608515]","[0.04555192310857353, 0.029845947311112498, 0.004053746526802571]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.016055149346075284, -0.0026123933358590053, 0.017757860110135318]","[0.04555192310857353, 0.029845947311112498, 0.004053746526802571]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.016055149346075284, -0.002582547388547893, 0.017757860110135318]","[0.04555192310857353, 0.029845947311112498, 0.004053746526802571]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.01600915838322065, -0.002582547388547893, 0.017757860110135318]","[0.045990962854635525, 0.031250251570331865, 0.004129330083969124]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.01600915838322065, -0.002582547388547893, 0.017761989440219287]","[0.045990962854635525, 0.031250251570331865, 0.004129330083969124]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.01600915838322065, -0.002551297136977561, 0.017761989440219287]","[0.045990962854635525, 0.031250251570331865, 0.004129330083969124]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015962653704900086, -0.002551297136977561, 0.017761989440219287]","[0.04650467832056221, 0.03264516953781129, 0.004208229307724187]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015962653704900086, -0.002551297136977561, 0.01776619766952701]","[0.04650467832056221, 0.03264516953781129, 0.004208229307724187]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015962653704900086, -0.0025186519674397496, 0.01776619766952701]","[0.04650467832056221, 0.03264516953781129, 0.004208229307724187]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015915555762775077, -0.0025186519674397496, 0.01776619766952701]","[0.04709794212500937, 0.03397813266828612, 0.004288134472816424]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015915555762775077, -0.0025186519674397496, 0.017770485803999828]","[0.04709794212500937, 0.03397813266828612, 0.004288134472816424]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015915555762775077, -0.0024846738347714635, 0.017770485803999828]","[0.04709794212500937, 0.03397813266828612, 0.004288134472816424]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015867778555134156, -0.0024846738347714635, 0.017770485803999828]","[0.047777207640920666, 0.0352692043893996, 0.004368529085894274]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015867778555134156, -0.0024846738347714635, 0.017774854333085722]","[0.047777207640920666, 0.0352692043893996, 0.004368529085894274]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015867778555134156, -0.002449404630382064, 0.017774854333085722]","[0.047777207640920666, 0.0352692043893996, 0.004368529085894274]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015819238054671576, -0.002449404630382064, 0.017774854333085722]","[0.04854050046258079, 0.036485678631082916, 0.004437833017317816]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015819238054671576, -0.002449404630382064, 0.01777929216610304]","[0.04854050046258079, 0.036485678631082916, 0.004437833017317816]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015819238054671576, -0.002412918951750981, 0.01777929216610304]","[0.04854050046258079, 0.036485678631082916, 0.004437833017317816]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015769844737344673, -0.002412918951750981, 0.01777929216610304]","[0.04939331732690261, 0.03759945810940385, 0.0045072388226256865]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015769844737344673, -0.002412918951750981, 0.017783799404925665]","[0.04939331732690261, 0.03759945810940385, 0.0045072388226256865]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015769844737344673, -0.002375319493641577, 0.017783799404925665]","[0.04939331732690261, 0.03759945810940385, 0.0045072388226256865]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015719507534822454, -0.002375319493641577, 0.017783799404925665]","[0.05033720252221874, 0.03865296117621557, 0.004577194706138765]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015719507534822454, -0.002375319493641577, 0.017788376599631804]","[0.05033720252221874, 0.03865296117621557, 0.004577194706138765]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015719507534822454, -0.0023366665324653616, 0.017788376599631804]","[0.05033720252221874, 0.03865296117621557, 0.004577194706138765]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015668130158156976, -0.0023366665324653616, 0.017788376599631804]","[0.05137737666547834, 0.03958759367792691, 0.004644303454749005]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015668130158156976, -0.0023366665324653616, 0.017793020903086553]","[0.05137737666547834, 0.03958759367792691, 0.004644303454749005]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015668130158156976, -0.0022970789387874346, 0.017793020903086553]","[0.05137737666547834, 0.03958759367792691, 0.004644303454749005]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.01561562115974322, -0.0022970789387874346, 0.017793020903086553]","[0.052508998413755906, 0.04043073906259036, 0.004709542882303658]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.01561562115974322, -0.0022970789387874346, 0.017797730445968857]","[0.052508998413755906, 0.04043073906259036, 0.004709542882303658]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.01561562115974322, -0.0022566481997248443, 0.017797730445968857]","[0.052508998413755906, 0.04043073906259036, 0.004709542882303658]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015561887525773333, -0.0022566481997248443, 0.017797730445968857]","[0.05373363396988726, 0.041151107663672803, 0.0048136420365968435]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015561887525773333, -0.0022566481997248443, 0.017802544088005454]","[0.05373363396988726, 0.041151107663672803, 0.0048136420365968435]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015561887525773333, -0.0022154970920611715, 0.017802544088005454]","[0.05373363396988726, 0.041151107663672803, 0.0048136420365968435]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015506831772918088, -0.0022154970920611715, 0.017802544088005454]","[0.055055752855245194, 0.04178517672259307, 0.004909792023530951]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015506831772918088, -0.0022154970920611715, 0.017807453880028985]","[0.055055752855245194, 0.04178517672259307, 0.004909792023530951]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015506831772918088, -0.0021737119153385784, 0.017807453880028985]","[0.055055752855245194, 0.04178517672259307, 0.004909792023530951]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.01545035951685734, -0.0021737119153385784, 0.017807453880028985]","[0.05647225606074738, 0.04230061903971825, 0.004996713036161532]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.01545035951685734, -0.0021737119153385784, 0.017812450593065146]","[0.05647225606074738, 0.04230061903971825, 0.004996713036161532]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.01545035951685734, -0.00213141129629886, 0.017812450593065146]","[0.05647225606074738, 0.04230061903971825, 0.004996713036161532]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015392377205750147, -0.00213141129629886, 0.017812450593065146]","[0.05798231110719365, 0.04273066106939534, 0.005074852566767929]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015392377205750147, -0.00213141129629886, 0.017817525445631914]","[0.05798231110719365, 0.04273066106939534, 0.005074852566767929]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015392377205750147, -0.002088680635229465, 0.017817525445631914]","[0.05798231110719365, 0.04273066106939534, 0.005074852566767929]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015332791096776668, -0.002088680635229465, 0.017817525445631914]","[0.05958610897347817, 0.04303482676187983, 0.0051422471031674355]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015332791096776668, -0.002088680635229465, 0.01782266769273508]","[0.05958610897347817, 0.04303482676187983, 0.0051422471031674355]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015332791096776668, -0.002045645808467585, 0.01782266769273508]","[0.05958610897347817, 0.04303482676187983, 0.0051422471031674355]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015271512699193525, -0.002045645808467585, 0.01782266769273508]","[0.06127839758314317, 0.04324462595976406, 0.0052002255924166185]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015271512699193525, -0.002045645808467585, 0.017827867918327498]","[0.06127839758314317, 0.04324462595976406, 0.0052002255924166185]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015271512699193525, -0.002002401182507821, 0.017827867918327498]","[0.06127839758314317, 0.04324462595976406, 0.0052002255924166185]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015208447915663607, -0.002002401182507821, 0.017827867918327498]","[0.06306478352991786, 0.04337814335431383, 0.005247860259599557]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015208447915663607, -0.002002401182507821, 0.017833115778587098]","[0.06306478352991786, 0.04337814335431383, 0.005247860259599557]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015208447915663607, -0.001959023039153507, 0.017833115778587098]","[0.06306478352991786, 0.04337814335431383, 0.005247860259599557]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015143510150537562, -0.001959023039153507, 0.017833115778587098]","[0.06493776512604514, 0.043436100950463914, 0.005286067781697101]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015143510150537562, -0.001959023039153507, 0.017838401846368795]","[0.06493776512604514, 0.043436100950463914, 0.005286067781697101]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015143510150537562, -0.0019155869382030432, 0.017838401846368795]","[0.06493776512604514, 0.043436100950463914, 0.005286067781697101]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015076607978087096, -0.0019155869382030432, 0.017838401846368795]","[0.066902172450466, 0.04340700124405268, 0.005313261249317164]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015076607978087096, -0.0019155869382030432, 0.017843715107618112]","[0.066902172450466, 0.04340700124405268, 0.005313261249317164]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015076607978087096, -0.0018721799369589905, 0.017843715107618112]","[0.066902172450466, 0.04340700124405268, 0.005313261249317164]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015007654681265834, -0.0018721799369589905, 0.017843715107618112]","[0.06895329682126208, 0.04335244174629035, 0.0053319230872289625]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015007654681265834, -0.0018721799369589905, 0.01784904703070534]","[0.06895329682126208, 0.04335244174629035, 0.0053319230872289625]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.015007654681265834, -0.0018288274952127002, 0.01784904703070534]","[0.06895329682126208, 0.04335244174629035, 0.0053319230872289625]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.014936561957692088, -0.0018288274952127002, 0.01784904703070534]","[0.07109272357374609, 0.04323210397536741, 0.005361025581188811]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.014936561957692088, -0.0018288274952127002, 0.01785440805628653]","[0.07109272357374609, 0.04323210397536741, 0.005361025581188811]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.014936561957692088, -0.0017855953912373327, 0.01785440805628653]","[0.07109272357374609, 0.04323210397536741, 0.005361025581188811]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.01486324196952489, -0.0017855953912373327, 0.01785440805628653]","[0.07331998816719788, 0.043044234774421805, 0.005379908201322975]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.01486324196952489, -0.0017855953912373327, 0.017859787964487853]","[0.07331998816719788, 0.043044234774421805, 0.005379908201322975]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.01486324196952489, -0.001742551156462911, 0.017859787964487853]","[0.07331998816719788, 0.043044234774421805, 0.005379908201322975]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.014787607694008336, -0.001742551156462911, 0.017859787964487853]","[0.07563427551655379, 0.042739528656191496, 0.005386649072243455]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.014787607694008336, -0.001742551156462911, 0.017865174613560096]","[0.07563427551655379, 0.042739528656191496, 0.005386649072243455]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.014787607694008336, -0.0016998116278067194, 0.017865174613560096]","[0.07563427551655379, 0.042739528656191496, 0.005386649072243455]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.0147095784877017, -0.0016998116278067194, 0.017865174613560096]","[0.078029206306637, 0.042374926439947516, 0.005383789633994773]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.0147095784877017, -0.0016998116278067194, 0.01787055840319409]","[0.078029206306637, 0.042374926439947516, 0.005383789633994773]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[-0.0147095784877017, -0.001657436701366772, 0.01787055840319409]","[0.078029206306637, 0.042374926439947516, 0.005383789633994773]","[-0.014647678595999997, 1.05, 8.857516622808003]",0.0,0.0,0.0,0.0
"[0.03959087160609035, -0.001657436701366772, 0.01787055840319409]","[0.5656298544217397, 0.1023702201050625, 0.0015544978291780198]","[-0.03179715908399998, 1.05, 8.739964061832]",0.0,0.0,0.0,0.0
"[0.03959087160609035, -0.001657436701366772, 0.017878681605046295]","[0.5656298544217397, 0.1023702201050625, 0.0015544978291780198]","[-0.03179715908399998, 1.05, 8.739964061832]",0.0,0.0,0.0,0.0
"[0.03959087160609035, -0.0010703227917477716, 0.017878681605046295]","[0.5656298544217397, 0.1023702201050625, 0.0015544978291780198]","[-0.03179715908399998, 1.05, 8.739964061832]",0.0,0.0,0.0,0.0
"[0.0401634290833493, -0.0010703227917477716, 0.017878681605046295]","[0.5725574772589489, 0.10312550666154727, 0.0016279386786909045]","[-0.03179715908399998, 1.05, 8.739964061832]",0.0,0.0,0.0,0.0
"[0.0401634290833493, -0.0010703227917477716, 0.017880309543724986]","[0.5725574772589489, 0.10312550666154727, 0.0016279386786909045]","[-0.03179715908399998, 1.05, 8.739964061832]",0.0,0.0,0.0,0.0
"[0.0401634290833493, -0.0009671972850862243, 0.017880309543724986]","[0.5725574772589489, 0.10312550666154727, 0.0016279386786909045]","[-0.03179715908399998, 1.05, 8.739964061832]",0.0,0.0,0.0,0.0
"[0.04074316675432942, -0.0009671972850862243, 0.017880309543724986]","[0.5797376709801224, 0.10411185273363516, 0.0020637999234782156]","[-0.03179715908399998, 1.05, 8.739964061832]",0.0,0.0,0.0,0.0
"[0.04074316675432942, -0.0009671972850862243, 0.017882373343648464]","[0.5797376709801224, 0.10411185273363516, 0.0020637999234782156]","[-0.03179715908399998, 1.05, 8.739964061832]",0.0,0.0,0.0,0.0
"[0.04074316675432942, -0.0008630854323525891, 0.017882373343648464]","[0.5797376709801224, 0.10411185273363516, 0.0020637999234782156]","[-0.03179715908399998, 1.05, 8.739964061832]",0.0,0.0,0.0,0.0
"[0.04133033861969486, -0.0008630854323525891, 0.017882373343648464]","[0.5871718653654364, 0.10487009426247518, 0.0023929278215040206]","[-0.03179715908399998, 1.05, 8.739964061832]",0.0,0.0,0.0,0.0
"[0.04133033861969486, -0.0008630854323525891, 0.017884766271469968]","[0.5871718653654364, 0.10487009426247518, 0.0023929278215040206]","[-0.03179715908399998, 1.05, 8.739964061832]",0.0,0.0,0.0,0.0
"[0.04133033861969486, -0.000758215338090114, 0.017884766271469968]","[0.5871718653654364, 0.10487009426247518, 0.0023929278215040206]","[-0.03179715908399998, 1.05, 8.739964061832]",0.0,0.0,0.0,0.0
"[0.04192519506149679, -0.000758215338090114, 0.017884766271469968]","[0.5948564418019331, 0.10544049916493957, 0.002626297600293731]","[-0.03179715908399998, 1.05, 8.739964061832]",0.0,0.0,0.0,0.0
"[0.04192519506149679, -0.000758215338090114, 0.01788739256907026]","[0.5948564418019331, 0.10544049916493957, 0.002626297600293731]","[-0.03179715908399998, 1.05, 8.739964061832]",0.0,0.0,0.0,0.0
"[0.04192519506149679, -0.0006527748389251744, 0.01788739256907026]","[0.5948564418019331, 0.10544049916493957, 0.002626297600293731]","[-0.03179715908399998, 1.05, 8.739964061832]",0.0,0.0,0.0,0.0
"[0.04252797370667049, -0.0006527748389251744, 0.01788739256907026]","[0.6027786451736974, 0.10585395345108635, 0.002776203522670412]","[-0.03179715908399998, 1.05, 8.739964061832]",0.0,0.0,0.0,0.0
"[0.04252797370667049, -0.0006527748389251744, 0.017890168772592932]","[0.6027786451736974, 0.10585395345108635, 0.002776203522670412]","[-0.03179715908399998, 1.05, 8.739964061832]",0.0,0.0,0.0,0.0
"[0.04252797370667049, -0.000546920885474088, 0.017890168772592932]","[0.6027786451736974, 0.10585395345108635, 0.002776203522670412]","[-0.03179715908399998, 1.05, 8.739964061832]",0.0,0.0,0.0,0.0
"[0.04313890771872304, -0.000546920885474088, 0.017890168772592932]","[0.6109340120525469, 0.10619115063948456, 0.002854378251589823]","[-0.03179715908399998, 1.05, 8.739964061832]",0.0,0.0,0.0,0.0
"[0.04313890771872304, -0.000546920885474088, 0.017893023150844522]","[0.6109340120525469, 0.10619115063948456, 0.002854378251589823]","[-0.03179715908399998, 1.05, 8.739964061832]",0.0,0.0,0.0,0.0
"[0.04313890771872304, -0.0004407297348346035, 0.017893023150844522]","[0.6109340120525469, 0.10619115063948456, 0.002854378251589823]","[-0.03179715908399998, 1.05, 8.739964061832]",0.0,0.0,0.0,0.0
"[0.043758251400837694, -0.0004407297348346035, 0.017893023150844522]","[0.6193436821146577, 0.1066947195996107, 0.003346510375180911]","[-0.03179715908399998, 1.05, 8.739964061832]",0.0,0.0,0.0,0.0
"[0.043758251400837694, -0.0004407297348346035, 0.017896369661219703]","[0.6193436821146577, 0.1066947195996107, 0.003346510375180911]","[-0.03179715908399998, 1.05, 8.739964061832]",0.0,0.0,0.0,0.0
"[0.043758251400837694, -0.0003340350152349928, 0.017896369661219703]","[0.6193436821146577, 0.1066947195996107, 0.003346510375180911]","[-0.03179715908399998, 1.05, 8.739964061832]",0.0,0.0,0.0,0.0
