ts," 0.013057258965488289]""","[0.0, 0.0, 0.0]",0.0,0.0.1,0.0.2,0.0.3
"[0.0007761495434829977, 0.015184482227785625, -0.0019106855472565693]","[-0.017830236752028827, 0.024911355014197584, -0.005044050501769488]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007761495434829977, 0.015184482227785625, -0.0019157295977583388]","[-0.017830236752028827, 0.024911355014197584, -0.005044050501769488]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007583193067309689, 0.015184482227785625, -0.0019157295977583388]","[-0.017830236752028827, 0.024911355014197584, -0.005044050501769488]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007583193067309689, 0.01520929245765521, -0.0019157295977583388]","[-0.01785343272881954, 0.024810229869585282, -0.005067466443767384]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007583193067309689, 0.01520929245765521, -0.0019207970642021062]","[-0.01785343272881954, 0.024810229869585282, -0.005067466443767384]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007404658740021493, 0.01520929245765521, -0.0019207970642021062]","[-0.01785343272881954, 0.024810229869585282, -0.005067466443767384]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007404658740021493, 0.015233993494198498, -0.0019207970642021062]","[-0.01777340042455821, 0.02470103654328773, -0.0050876785534738]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007404658740021493, 0.015233993494198498, -0.00192588474275558]","[-0.01777340042455821, 0.02470103654328773, -0.0050876785534738]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007226924735775911, 0.015233993494198498, -0.00192588474275558]","[-0.01777340042455821, 0.02470103654328773, -0.0050876785534738]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007226924735775911, 0.015258583229267698, -0.00192588474275558]","[-0.017606300066571722, 0.02458973506920016, -0.00511056781536982]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007226924735775911, 0.015258583229267698, -0.0019309953105709498]","[-0.017606300066571722, 0.02458973506920016, -0.00511056781536982]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007050861735110194, 0.015258583229267698, -0.0019309953105709498]","[-0.017606300066571722, 0.02458973506920016, -0.00511056781536982]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007050861735110194, 0.015283060083920877, -0.0019309953105709498]","[-0.017366489819863266, 0.024476854653178795, -0.005135438186303293]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007050861735110194, 0.015283060083920877, -0.0019361307487572531]","[-0.017366489819863266, 0.024476854653178795, -0.005135438186303293]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006877196836911561, 0.015283060083920877, -0.0019361307487572531]","[-0.017366489819863266, 0.024476854653178795, -0.005135438186303293]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006877196836911561, 0.01530742379555103, -0.0019361307487572531]","[-0.017105617699653693, 0.02436371163015358, -0.00516320441633117]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006877196836911561, 0.01530742379555103, -0.0019412939531735843]","[-0.017105617699653693, 0.02436371163015358, -0.00516320441633117]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006706140659915025, 0.01530742379555103, -0.0019412939531735843]","[-0.017105617699653693, 0.02436371163015358, -0.00516320441633117]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006706140659915025, 0.015331674692994448, -0.0019412939531735843]","[-0.016813319971663278, 0.024250897443418157, -0.005192509210213926]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006706140659915025, 0.015331674692994448, -0.0019464864623837982]","[-0.016813319971663278, 0.024250897443418157, -0.005192509210213926]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006538007460198392, 0.015331674692994448, -0.0019464864623837982]","[-0.016813319971663278, 0.024250897443418157, -0.005192509210213926]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006538007460198392, 0.015355814026236356, -0.0019464864623837982]","[-0.01649809221194868, 0.024139333241907437, -0.005211806859879448]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006538007460198392, 0.015355814026236356, -0.0019516982692436777]","[-0.01649809221194868, 0.024139333241907437, -0.005211806859879448]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006373026538078905, 0.015355814026236356, -0.0019516982692436777]","[-0.01649809221194868, 0.024139333241907437, -0.005211806859879448]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006373026538078905, 0.015379842532631713, -0.0019516982692436777]","[-0.016142108627621027, 0.024028506395356794, -0.005233365061245009]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006373026538078905, 0.015379842532631713, -0.0019569316343049227]","[-0.016142108627621027, 0.024028506395356794, -0.005233365061245009]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006211605451802695, 0.015379842532631713, -0.0019569316343049227]","[-0.016142108627621027, 0.024028506395356794, -0.005233365061245009]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006211605451802695, 0.015403761963333333, -0.0019569316343049227]","[-0.01578465753686786, 0.02391943070162092, -0.005257749000463479]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006211605451802695, 0.015403761963333333, -0.001962189383305386]","[-0.01578465753686786, 0.02391943070162092, -0.005257749000463479]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006053758876434016, 0.015403761963333333, -0.001962189383305386]","[-0.01578465753686786, 0.02391943070162092, -0.005257749000463479]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006053758876434016, 0.015427574576924176, -0.001962189383305386]","[-0.015423255546539852, 0.023812613590842857, -0.00528402468275924]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006053758876434016, 0.015427574576924176, -0.0019674734079881454]","[-0.015423255546539852, 0.023812613590842857, -0.00528402468275924]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005899526320968618, 0.015427574576924176, -0.0019674734079881454]","[-0.015423255546539852, 0.023812613590842857, -0.00528402468275924]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005899526320968618, 0.015451282426784627, -0.0019674734079881454]","[-0.01503633234823992, 0.023707849860450658, -0.00531054360126482]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005899526320968618, 0.015451282426784627, -0.0019727839515894102]","[-0.01503633234823992, 0.023707849860450658, -0.00531054360126482]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005749162997486218, 0.015451282426784627, -0.0019727839515894102]","[-0.01503633234823992, 0.023707849860450658, -0.00531054360126482]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005749162997486218, 0.015474889533250193, -0.0019727839515894102]","[-0.014668559460996534, 0.023607106465565672, -0.005338774126095822]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005749162997486218, 0.015474889533250193, -0.001978122725715506]","[-0.014668559460996534, 0.023607106465565672, -0.005338774126095822]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005602477402876253, 0.015474889533250193, -0.001978122725715506]","[-0.014668559460996534, 0.023607106465565672, -0.005338774126095822]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005602477402876253, 0.01549840012536853, -0.001978122725715506]","[-0.014276690182546013, 0.023510592118337892, -0.005366167017954726]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005602477402876253, 0.01549840012536853, -0.0019834888927334608]","[-0.014276690182546013, 0.023510592118337892, -0.005366167017954726]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005459710501050793, 0.01549840012536853, -0.0019834888927334608]","[-0.014276690182546013, 0.023510592118337892, -0.005366167017954726]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005459710501050793, 0.01552181844942539, -0.0019834888927334608]","[-0.013850026133042492, 0.023418324056860215, -0.005391829594610011]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005459710501050793, 0.01552181844942539, -0.0019888807223280708]","[-0.013850026133042492, 0.023418324056860215, -0.005391829594610011]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005321210239720368, 0.01552181844942539, -0.0019888807223280708]","[-0.013850026133042492, 0.023418324056860215, -0.005391829594610011]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005321210239720368, 0.015545149300204859, -0.0019888807223280708]","[-0.013432379265507308, 0.023330850779467935, -0.005417029333223099]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005321210239720368, 0.015545149300204859, -0.001994297751661294]","[-0.013432379265507308, 0.023330850779467935, -0.005417029333223099]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005186886447065295, 0.015545149300204859, -0.001994297751661294]","[-0.013432379265507308, 0.023330850779467935, -0.005417029333223099]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005186886447065295, 0.015568400186914026, -0.001994297751661294]","[-0.0129817281328238, 0.023250886709166863, -0.005440375500800378]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005186886447065295, 0.015568400186914026, -0.0019997381271620943]","[-0.0129817281328238, 0.023250886709166863, -0.005440375500800378]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005057069165737057, 0.015568400186914026, -0.0019997381271620943]","[-0.0129817281328238, 0.023250886709166863, -0.005440375500800378]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005057069165737057, 0.015591571582196852, -0.0019997381271620943]","[-0.012579018600343354, 0.023171395282826218, -0.005495693073470902]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005057069165737057, 0.015591571582196852, -0.002005233820235565]","[-0.012579018600343354, 0.023171395282826218, -0.005495693073470902]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0004931278979733623, 0.015591571582196852, -0.002005233820235565]","[-0.012579018600343354, 0.023171395282826218, -0.005495693073470902]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0004931278979733623, 0.015614668491098969, -0.002005233820235565]","[-0.012129329027249773, 0.02309690890211699, -0.005544386691622421]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0004931278979733623, 0.015614668491098969, -0.0020107782069271876]","[-0.012129329027249773, 0.02309690890211699, -0.005544386691622421]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00048099856894611256, 0.015614668491098969, -0.0020107782069271876]","[-0.012129329027249773, 0.02309690890211699, -0.005544386691622421]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00048099856894611256, 0.015637693111455478, -0.0020107782069271876]","[-0.011712698210258367, 0.02302462035650918, -0.0055887622665402]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00048099856894611256, 0.015637693111455478, -0.0020163669691937278]","[-0.011712698210258367, 0.02302462035650918, -0.0055887622665402]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0004692858707358542, 0.015637693111455478, -0.0020163669691937278]","[-0.011712698210258367, 0.02302462035650918, -0.0055887622665402]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0004692858707358542, 0.01566065272409549, -0.0020163669691937278]","[-0.011259777871468039, 0.022959612640011118, -0.005627201117575087]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0004692858707358542, 0.01566065272409549, -0.002021994170311303]","[-0.011259777871468039, 0.022959612640011118, -0.005627201117575087]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00045802609286438615, 0.01566065272409549, -0.002021994170311303]","[-0.011259777871468039, 0.022959612640011118, -0.005627201117575087]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00045802609286438615, 0.015683552398398543, -0.002021994170311303]","[-0.010834667510538744, 0.0228996743030542, -0.0056617152009159726]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00045802609286438615, 0.015683552398398543, -0.002027655885512219]","[-0.010834667510538744, 0.0228996743030542, -0.0056617152009159726]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0004471914253538474, 0.015683552398398543, -0.002027655885512219]","[-0.010834667510538744, 0.0228996743030542, -0.0056617152009159726]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0004471914253538474, 0.01570639895750182, -0.002027655885512219]","[-0.010392703513306331, 0.02284655910327754, -0.005701774662899249]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0004471914253538474, 0.01570639895750182, -0.002033357660175118]","[-0.010392703513306331, 0.02284655910327754, -0.005701774662899249]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0004367987218405411, 0.01570639895750182, -0.002033357660175118]","[-0.010392703513306331, 0.02284655910327754, -0.005701774662899249]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0004367987218405411, 0.01572919405011288, -0.002033357660175118]","[-0.00997164845514836, 0.022795092611060247, -0.005737534284097449]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0004367987218405411, 0.01572919405011288, -0.0020390951944592155]","[-0.00997164845514836, 0.022795092611060247, -0.005737534284097449]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0004268270733853927, 0.01572919405011288, -0.0020390951944592155]","[-0.00997164845514836, 0.022795092611060247, -0.005737534284097449]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0004268270733853927, 0.015751941724875793, -0.0020390951944592155]","[-0.00954180022676084, 0.022747674762912257, -0.005768406386879622]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0004268270733853927, 0.015751941724875793, -0.002044863600846095]","[-0.00954180022676084, 0.022747674762912257, -0.005768406386879622]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0004172852731586319, 0.015751941724875793, -0.002044863600846095]","[-0.00954180022676084, 0.022747674762912257, -0.005768406386879622]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0004172852731586319, 0.015774643171742944, -0.002044863600846095]","[-0.009133824926898366, 0.022701446867150893, -0.005795123194681732]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0004172852731586319, 0.015774643171742944, -0.002050658724040777]","[-0.009133824926898366, 0.022701446867150893, -0.005795123194681732]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0004081514482317335, 0.015774643171742944, -0.002050658724040777]","[-0.009133824926898366, 0.022701446867150893, -0.005795123194681732]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0004081514482317335, 0.015797305107716417, -0.002050658724040777]","[-0.008717401717688835, 0.022661935973472547, -0.005817752873883437]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0004081514482317335, 0.015797305107716417, -0.0020564764769146603]","[-0.008717401717688835, 0.022661935973472547, -0.005817752873883437]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003994340465140447, 0.015797305107716417, -0.0020564764769146603]","[-0.008717401717688835, 0.022661935973472547, -0.005817752873883437]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003994340465140447, 0.015819931030988416, -0.0020564764769146603]","[-0.008313769101637438, 0.02262592327199886, -0.0058587114027293385]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003994340465140447, 0.015819931030988416, -0.0020623351883173897]","[-0.008313769101637438, 0.02262592327199886, -0.0058587114027293385]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00039112027741240724, 0.015819931030988416, -0.0020623351883173897]","[-0.008313769101637438, 0.02262592327199886, -0.0058587114027293385]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00039112027741240724, 0.015842526235173234, -0.0020623351883173897]","[-0.007891848607082225, 0.022595204184818612, -0.005891806590853192]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00039112027741240724, 0.015842526235173234, -0.002068226994908243]","[-0.007891848607082225, 0.022595204184818612, -0.005891806590853192]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.000383228428805325, 0.015842526235173234, -0.002068226994908243]","[-0.007891848607082225, 0.022595204184818612, -0.005891806590853192]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.000383228428805325, 0.015865095844963286, -0.002068226994908243]","[-0.007464940507247001, 0.022569609790051848, -0.005918028065656725]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.000383228428805325, 0.015865095844963286, -0.0020741450229738996]","[-0.007464940507247001, 0.022569609790051848, -0.005918028065656725]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.000375763488298078, 0.015865095844963286, -0.0020741450229738996]","[-0.007464940507247001, 0.022569609790051848, -0.005918028065656725]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.000375763488298078, 0.015887648004187873, -0.0020741450229738996]","[-0.007051602492997601, 0.022552159224586976, -0.005939155555023667]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.000375763488298078, 0.015887648004187873, -0.0020800841785289233]","[-0.007051602492997601, 0.022552159224586976, -0.005939155555023667]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003687118858050804, 0.015887648004187873, -0.0020800841785289233]","[-0.007051602492997601, 0.022552159224586976, -0.005939155555023667]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003687118858050804, 0.015910184515525713, -0.0020800841785289233]","[-0.006638071831844834, 0.02253651133784021, -0.005954118661432965]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003687118858050804, 0.015910184515525713, -0.0020860382971903562]","[-0.006638071831844834, 0.02253651133784021, -0.005954118661432965]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003620738139732356, 0.015910184515525713, -0.0020860382971903562]","[-0.006638071831844834, 0.02253651133784021, -0.005954118661432965]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003620738139732356, 0.015932707687441188, -0.0020860382971903562]","[-0.00623890945388643, 0.0225231719154749, -0.00595344686113615]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003620738139732356, 0.015932707687441188, -0.0020919917440514924]","[-0.00623890945388643, 0.0225231719154749, -0.00595344686113615]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00035583490451934915, 0.015932707687441188, -0.0020919917440514924]","[-0.00623890945388643, 0.0225231719154749, -0.00595344686113615]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00035583490451934915, 0.015955225714551827, -0.0020919917440514924]","[-0.005845686870312942, 0.02251802711063927, -0.0059512508529136615]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00035583490451934915, 0.015955225714551827, -0.002097942994904406]","[-0.005845686870312942, 0.02251802711063927, -0.0059512508529136615]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003499892176490362, 0.015955225714551827, -0.002097942994904406]","[-0.005845686870312942, 0.02251802711063927, -0.0059512508529136615]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003499892176490362, 0.015977743889155648, -0.002097942994904406]","[-0.005489598226881729, 0.022518174603820135, -0.005948513928469203]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003499892176490362, 0.015977743889155648, -0.0021038915088328752]","[-0.005489598226881729, 0.022518174603820135, -0.005948513928469203]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003444996194221545, 0.015977743889155648, -0.0021038915088328752]","[-0.005489598226881729, 0.022518174603820135, -0.005948513928469203]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003444996194221545, 0.016000266681381638, -0.0021038915088328752]","[-0.005133164538408553, 0.022522792225990185, -0.005944066281390447]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003444996194221545, 0.016000266681381638, -0.0021098355751142657]","[-0.005133164538408553, 0.022522792225990185, -0.005944066281390447]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003393664548837459, 0.016000266681381638, -0.0021098355751142657]","[-0.005133164538408553, 0.022522792225990185, -0.005944066281390447]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003393664548837459, 0.016022798620342376, -0.0021098355751142657]","[-0.004819292614603211, 0.022531938960738268, -0.005939813146869227]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003393664548837459, 0.016022798620342376, -0.002115775388261135]","[-0.004819292614603211, 0.022531938960738268, -0.005939813146869227]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003345471622691427, 0.016022798620342376, -0.002115775388261135]","[-0.004819292614603211, 0.022531938960738268, -0.005939813146869227]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003345471622691427, 0.016045343860441593, -0.002115775388261135]","[-0.004492315438826139, 0.0225452400992171, -0.005945287078402972]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003345471622691427, 0.016045343860441593, -0.002121720675339538]","[-0.004492315438826139, 0.0225452400992171, -0.005945287078402972]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00033005484683031657, 0.016045343860441593, -0.002121720675339538]","[-0.004492315438826139, 0.0225452400992171, -0.005945287078402972]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00033005484683031657, 0.016067908641883753, -0.002121720675339538]","[-0.0043892862221064964, 0.022564781442160203, -0.005950668193357642]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00033005484683031657, 0.016067908641883753, -0.0021276713435328955]","[-0.0043892862221064964, 0.022564781442160203, -0.005950668193357642]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003256655606082101, 0.016067908641883753, -0.0021276713435328955]","[-0.0043892862221064964, 0.022564781442160203, -0.005950668193357642]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003256655606082101, 0.016090497980368327, -0.0021276713435328955]","[-0.004431598569837032, 0.022589338484573646, -0.005954236084303871]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003256655606082101, 0.016090497980368327, -0.0021336255796171994]","[-0.004431598569837032, 0.022589338484573646, -0.005954236084303871]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00032123396203837304, 0.016090497980368327, -0.0021336255796171994]","[-0.004431598569837032, 0.022589338484573646, -0.005954236084303871]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00032123396203837304, 0.016113116825692112, -0.0021336255796171994]","[-0.004648653435197336, 0.02261884532378522, -0.005958347478280009]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00032123396203837304, 0.016113116825692112, -0.0021395839270954794]","[-0.004648653435197336, 0.02261884532378522, -0.005958347478280009]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003165853086031757, 0.016113116825692112, -0.0021395839270954794]","[-0.004648653435197336, 0.02261884532378522, -0.005958347478280009]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003165853086031757, 0.01613577188262955, -0.0021395839270954794]","[-0.004946283755792222, 0.0226550569374373, -0.005961081783743046]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003165853086031757, 0.01613577188262955, -0.0021455450088792224]","[-0.004946283755792222, 0.0226550569374373, -0.005961081783743046]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003116390248473835, 0.01613577188262955, -0.0021455450088792224]","[-0.004946283755792222, 0.0226550569374373, -0.005961081783743046]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003116390248473835, 0.016158464615536855, -0.0021455450088792224]","[-0.005348826431548917, 0.02269273290730553, -0.005952856311021264]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003116390248473835, 0.016158464615536855, -0.0021514978651902437]","[-0.005348826431548917, 0.02269273290730553, -0.005952856311021264]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00030629019841583457, 0.016158464615536855, -0.0021514978651902437]","[-0.005348826431548917, 0.02269273290730553, -0.005952856311021264]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00030629019841583457, 0.016181195620322508, -0.0021514978651902437]","[-0.005835343095924759, 0.02273100478565257, -0.005945483375060286]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00030629019841583457, 0.016181195620322508, -0.002157443348565304]","[-0.005835343095924759, 0.02273100478565257, -0.005945483375060286]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003004548553199098, 0.016181195620322508, -0.002157443348565304]","[-0.005835343095924759, 0.02273100478565257, -0.005945483375060286]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003004548553199098, 0.01620397113921281, -0.002157443348565304]","[-0.006380167124462981, 0.02277551889030144, -0.005939941371061342]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0003004548553199098, 0.01620397113921281, -0.0021633832899363653]","[-0.006380167124462981, 0.02277551889030144, -0.005939941371061342]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00029407468819544683, 0.01620397113921281, -0.0021633832899363653]","[-0.006380167124462981, 0.02277551889030144, -0.005939941371061342]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00029407468819544683, 0.016226792933349277, -0.0021633832899363653]","[-0.006947899444861567, 0.02282179413646765, -0.005934918248686263]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00029407468819544683, 0.016226792933349277, -0.0021693182081850516]","[-0.006947899444861567, 0.02282179413646765, -0.005934918248686263]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00028712678875058526, 0.016226792933349277, -0.0021693182081850516]","[-0.006947899444861567, 0.02282179413646765, -0.005934918248686263]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00028712678875058526, 0.016249663050799397, -0.0021693182081850516]","[-0.007557767896281659, 0.022870117450120298, -0.005931848682029419]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00028712678875058526, 0.016249663050799397, -0.002175250056867081]","[-0.007557767896281659, 0.022870117450120298, -0.005931848682029419]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002795690208543036, 0.016249663050799397, -0.002175250056867081]","[-0.007557767896281659, 0.022870117450120298, -0.005931848682029419]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002795690208543036, 0.01627258197006176, -0.002175250056867081]","[-0.008150818477831579, 0.02291891926236439, -0.005950753755734704]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
