ts," 0.013057258965488289]""","[0.0, 0.0, 0.0]",0.0,0.0.1,0.0.2,0.0.3
"[0.010911643280869781, -0.04334126463317084, 0.010637673907564508]","[-0.024978722974728848, 0.01301063311209133, -0.013803472838946548]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010911643280869781, -0.04334126463317084, 0.010623870434725562]","[-0.024978722974728848, 0.01301063311209133, -0.013803472838946548]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010886664557895052, -0.04334126463317084, 0.010623870434725562]","[-0.024978722974728848, 0.01301063311209133, -0.013803472838946548]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010886664557895052, -0.04332814282878468, 0.010623870434725562]","[-0.025407266312607243, 0.01312180438615973, -0.013807143179852752]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010886664557895052, -0.04332814282878468, 0.010610063291545709]","[-0.025407266312607243, 0.01312180438615973, -0.013807143179852752]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010861257291582445, -0.04332814282878468, 0.010610063291545709]","[-0.025407266312607243, 0.01312180438615973, -0.013807143179852752]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010861257291582445, -0.043314905128043174, 0.010610063291545709]","[-0.025887689121073185, 0.013237700741505765, -0.013808329695151958]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010861257291582445, -0.043314905128043174, 0.010596254961850557]","[-0.025887689121073185, 0.013237700741505765, -0.013808329695151958]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010835369602461372, -0.043314905128043174, 0.010596254961850557]","[-0.025887689121073185, 0.013237700741505765, -0.013808329695151958]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010835369602461372, -0.04330155460902599, 0.010596254961850557]","[-0.026427912076852286, 0.013350519017185647, -0.013817433546460187]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010835369602461372, -0.04330155460902599, 0.010582437528304097]","[-0.026427912076852286, 0.013350519017185647, -0.013817433546460187]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.01080894169038452, -0.04330155460902599, 0.010582437528304097]","[-0.026427912076852286, 0.013350519017185647, -0.013817433546460187]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.01080894169038452, -0.043288094667273534, 0.010582437528304097]","[-0.026978006973541954, 0.013459941752454185, -0.013823440938217843]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.01080894169038452, -0.043288094667273534, 0.010568614087365879]","[-0.026978006973541954, 0.013459941752454185, -0.013823440938217843]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010781963683410977, -0.043288094667273534, 0.010568614087365879]","[-0.026978006973541954, 0.013459941752454185, -0.013823440938217843]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010781963683410977, -0.04327453029100304, 0.010568614087365879]","[-0.027524424893262192, 0.01356437627049456, -0.013826441524214528]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010781963683410977, -0.04327453029100304, 0.010554787645841664]","[-0.027524424893262192, 0.01356437627049456, -0.013826441524214528]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010754439258517715, -0.04327453029100304, 0.010554787645841664]","[-0.027524424893262192, 0.01356437627049456, -0.013826441524214528]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010754439258517715, -0.04299596980604254, 0.010554787645841664]","[-0.02941168320051528, 0.013564929797392489, -0.014036552680391293]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010754439258517715, -0.04299596980604254, 0.010276478227183217]","[-0.02941168320051528, 0.013564929797392489, -0.014036552680391293]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010147134221913354, -0.04299596980604254, 0.010276478227183217]","[-0.02941168320051528, 0.013564929797392489, -0.014036552680391293]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010147134221913354, -0.04298248889401939, 0.010276478227183217]","[-0.029042934349609792, 0.013480912023147718, -0.014025427557523215]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010147134221913354, -0.04298248889401939, 0.010262452799625694]","[-0.029042934349609792, 0.013480912023147718, -0.014025427557523215]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010118091287563745, -0.04298248889401939, 0.010262452799625694]","[-0.029042934349609792, 0.013480912023147718, -0.014025427557523215]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010118091287563745, -0.042969094183689834, 0.010262452799625694]","[-0.028593577883343976, 0.013394710329558968, -0.01402152390737009]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010118091287563745, -0.042969094183689834, 0.010248431275718324]","[-0.028593577883343976, 0.013394710329558968, -0.01402152390737009]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0100894977096804, -0.042969094183689834, 0.010248431275718324]","[-0.028593577883343976, 0.013394710329558968, -0.01402152390737009]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0100894977096804, -0.042955772490155614, 0.010248431275718324]","[-0.028187224101914807, 0.013321693534219803, -0.01400808520906835]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0100894977096804, -0.042955772490155614, 0.010234423190509255]","[-0.028187224101914807, 0.013321693534219803, -0.01400808520906835]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010061310485578486, -0.042955772490155614, 0.010234423190509255]","[-0.028187224101914807, 0.013321693534219803, -0.01400808520906835]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010061310485578486, -0.04294251186650454, 0.010234423190509255]","[-0.027796913198353812, 0.013260623651076275, -0.013985706724029337]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010061310485578486, -0.04294251186650454, 0.010220437483785226]","[-0.027796913198353812, 0.013260623651076275, -0.013985706724029337]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010033513572380132, -0.04294251186650454, 0.010220437483785226]","[-0.027796913198353812, 0.013260623651076275, -0.013985706724029337]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010033513572380132, -0.04292930695247069, 0.010220437483785226]","[-0.027451169890325283, 0.01320491403384444, -0.013955966326450672]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010033513572380132, -0.04292930695247069, 0.010206481517458775]","[-0.027451169890325283, 0.01320491403384444, -0.013955966326450672]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010006062402489807, -0.04292930695247069, 0.010206481517458775]","[-0.027451169890325283, 0.01320491403384444, -0.013955966326450672]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010006062402489807, -0.04291615200988066, 0.010206481517458775]","[-0.02713571604762502, 0.013154942590035135, -0.013920010479008885]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.010006062402489807, -0.04291615200988066, 0.010192561506979766]","[-0.02713571604762502, 0.013154942590035135, -0.013920010479008885]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009978926686442182, -0.04291615200988066, 0.010192561506979766]","[-0.02713571604762502, 0.013154942590035135, -0.013920010479008885]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009978926686442182, -0.04290304316047512, 0.010192561506979766]","[-0.026879891814962642, 0.013108849405536749, -0.013868270806375801]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009978926686442182, -0.04290304316047512, 0.01017869323617339]","[-0.026879891814962642, 0.013108849405536749, -0.013868270806375801]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009952046794627219, -0.04290304316047512, 0.01017869323617339]","[-0.026879891814962642, 0.013108849405536749, -0.013868270806375801]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009952046794627219, -0.04288998178889464, 0.01017869323617339]","[-0.02660603576063944, 0.013061371580483372, -0.013816278869096046]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009952046794627219, -0.04288998178889464, 0.010164876957304295]","[-0.02660603576063944, 0.013061371580483372, -0.013816278869096046]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00992544075886658, -0.04288998178889464, 0.010164876957304295]","[-0.02660603576063944, 0.013061371580483372, -0.013816278869096046]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00992544075886658, -0.04287696981024996, 0.010164876957304295]","[-0.026324319292425277, 0.013011978644679456, -0.013764714734368355]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00992544075886658, -0.04287696981024996, 0.010151112242569926]","[-0.026324319292425277, 0.013011978644679456, -0.013764714734368355]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009899116439574154, -0.04287696981024996, 0.010151112242569926]","[-0.026324319292425277, 0.013011978644679456, -0.013764714734368355]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009899116439574154, -0.04286400952133146, 0.010151112242569926]","[-0.026054337467296476, 0.012960288918499596, -0.013714551247857865]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009899116439574154, -0.04286400952133146, 0.010137397691322068]","[-0.026054337467296476, 0.012960288918499596, -0.013714551247857865]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009873062102106858, -0.04286400952133146, 0.010137397691322068]","[-0.026054337467296476, 0.012960288918499596, -0.013714551247857865]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009873062102106858, -0.042851103436607765, 0.010137397691322068]","[-0.025782656610512725, 0.012906084723693367, -0.013665506354662571]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009873062102106858, -0.042851103436607765, 0.010123732184967406]","[-0.025782656610512725, 0.012906084723693367, -0.013665506354662571]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009847279445496345, -0.042851103436607765, 0.010123732184967406]","[-0.025782656610512725, 0.012906084723693367, -0.013665506354662571]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009847279445496345, -0.04283825525643417, 0.010123732184967406]","[-0.025528952044691702, 0.012848180173594126, -0.01360726710748078]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009847279445496345, -0.04283825525643417, 0.010110124917859925]","[-0.025528952044691702, 0.012848180173594126, -0.01360726710748078]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009821750493451653, -0.04283825525643417, 0.010110124917859925]","[-0.025528952044691702, 0.012848180173594126, -0.01360726710748078]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009821750493451653, -0.042825473092291566, 0.010110124917859925]","[-0.025259683883184156, 0.012782164142605135, -0.013552676748377832]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009821750493451653, -0.042825473092291566, 0.010096572241111547]","[-0.025259683883184156, 0.012782164142605135, -0.013552676748377832]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00979649080956847, -0.042825473092291566, 0.010096572241111547]","[-0.025259683883184156, 0.012782164142605135, -0.013552676748377832]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00979649080956847, -0.04281275904909405, 0.010096572241111547]","[-0.024954215771847213, 0.012714043197518954, -0.013501677248449126]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00979649080956847, -0.04281275904909405, 0.010083070563863098]","[-0.024954215771847213, 0.012714043197518954, -0.013501677248449126]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009771536593796622, -0.04281275904909405, 0.010083070563863098]","[-0.024954215771847213, 0.012714043197518954, -0.013501677248449126]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009771536593796622, -0.04280011578710721, 0.010083070563863098]","[-0.024631596136460293, 0.012643261986834686, -0.013454467607584147]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009771536593796622, -0.04280011578710721, 0.010069616096255514]","[-0.024631596136460293, 0.012643261986834686, -0.013454467607584147]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009746904997660162, -0.04280011578710721, 0.010069616096255514]","[-0.024631596136460293, 0.012643261986834686, -0.013454467607584147]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009746904997660162, -0.04278755114980847, 0.010069616096255514]","[-0.024336426057149432, 0.012564637298741188, -0.01341134511788529]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009746904997660162, -0.04278755114980847, 0.010056204751137629]","[-0.024336426057149432, 0.012564637298741188, -0.01341134511788529]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009722568571603012, -0.04278755114980847, 0.010056204751137629]","[-0.024336426057149432, 0.012564637298741188, -0.01341134511788529]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009722568571603012, -0.04277507441417484, 0.010056204751137629]","[-0.024100519001818074, 0.012476735633627778, -0.013359024726175214]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009722568571603012, -0.04277507441417484, 0.010042845726411453]","[-0.024100519001818074, 0.012476735633627778, -0.013359024726175214]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009698468052601194, -0.04277507441417484, 0.010042845726411453]","[-0.024100519001818074, 0.012476735633627778, -0.013359024726175214]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009698468052601194, -0.042762707242721874, 0.010042845726411453]","[-0.023824149383313425, 0.012367171452969117, -0.013316698453896478]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009698468052601194, -0.042762707242721874, 0.010029529027957557]","[-0.023824149383313425, 0.012367171452969117, -0.013316698453896478]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00967464390321788, -0.042762707242721874, 0.010029529027957557]","[-0.023824149383313425, 0.012367171452969117, -0.013316698453896478]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00967464390321788, -0.04275046443848505, 0.010029529027957557]","[-0.023480355813869022, 0.012242804236825555, -0.013282453856424542]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00967464390321788, -0.04275046443848505, 0.010016246574101132]","[-0.023480355813869022, 0.012242804236825555, -0.013282453856424542]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009651163547404012, -0.04275046443848505, 0.010016246574101132]","[-0.023480355813869022, 0.012242804236825555, -0.013282453856424542]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009651163547404012, -0.04273836075688421, 0.010016246574101132]","[-0.02309831605568774, 0.01210368160083769, -0.013255348497233019]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009651163547404012, -0.04273836075688421, 0.0100029912256039]","[-0.02309831605568774, 0.01210368160083769, -0.013255348497233019]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009628065231348324, -0.04273836075688421, 0.0100029912256039]","[-0.02309831605568774, 0.01210368160083769, -0.013255348497233019]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009628065231348324, -0.04272640836436567, 0.0100029912256039]","[-0.022683501392594882, 0.011952392518541077, -0.013234151305904426]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009628065231348324, -0.04272640836436567, 0.009989757074297995]","[-0.022683501392594882, 0.011952392518541077, -0.013234151305904426]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00960538172995573, -0.04272640836436567, 0.009989757074297995]","[-0.022683501392594882, 0.011952392518541077, -0.013234151305904426]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00960538172995573, -0.04271461444644529, 0.009989757074297995]","[-0.022199815318807783, 0.011793917920381591, -0.013217362026109875]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00960538172995573, -0.04271461444644529, 0.009976539712271885]","[-0.022199815318807783, 0.011793917920381591, -0.013217362026109875]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009583181914636921, -0.04271461444644529, 0.009976539712271885]","[-0.022199815318807783, 0.011793917920381591, -0.013217362026109875]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009583181914636921, -0.042702986784896216, 0.009976539712271885]","[-0.0217327661490279, 0.011627661549072632, -0.01320407808167584]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009583181914636921, -0.042702986784896216, 0.00996333563419021]","[-0.0217327661490279, 0.011627661549072632, -0.01320407808167584]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009561449148487893, -0.042702986784896216, 0.00996333563419021]","[-0.0217327661490279, 0.011627661549072632, -0.01320407808167584]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009561449148487893, -0.04269152915653521, 0.00996333563419021]","[-0.021264431001668388, 0.011457628361008498, -0.013193154214632269]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009561449148487893, -0.04269152915653521, 0.009950142479975577]","[-0.021264431001668388, 0.011457628361008498, -0.013193154214632269]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009540184717486225, -0.04269152915653521, 0.009950142479975577]","[-0.021264431001668388, 0.011457628361008498, -0.013193154214632269]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009540184717486225, -0.042680246875880345, 0.009950142479975577]","[-0.020784475481922318, 0.01128228065486181, -0.013182866113414099]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009540184717486225, -0.042680246875880345, 0.009936959613862163]","[-0.020784475481922318, 0.01128228065486181, -0.013182866113414099]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009519400242004303, -0.042680246875880345, 0.009936959613862163]","[-0.020784475481922318, 0.01128228065486181, -0.013182866113414099]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009519400242004303, -0.04266913864055373, 0.009936959613862163]","[-0.020328788582751195, 0.01110823532661509, -0.013174776907560332]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009519400242004303, -0.04266913864055373, 0.009923784836954603]","[-0.020328788582751195, 0.01110823532661509, -0.013174776907560332]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009499071453421552, -0.04266913864055373, 0.009923784836954603]","[-0.020328788582751195, 0.01110823532661509, -0.013174776907560332]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009499071453421552, -0.042658201883503374, 0.009923784836954603]","[-0.01985693703630484, 0.010936757050356016, -0.013166698885949332]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009499071453421552, -0.042658201883503374, 0.009910618138068653]","[-0.01985693703630484, 0.010936757050356016, -0.013166698885949332]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009479214516385247, -0.042658201883503374, 0.009910618138068653]","[-0.01985693703630484, 0.010936757050356016, -0.013166698885949332]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009479214516385247, -0.042647438410217786, 0.009910618138068653]","[-0.01939608793197732, 0.010763473285588243, -0.01315904196533095]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009479214516385247, -0.042647438410217786, 0.009897459096103322]","[-0.01939608793197732, 0.010763473285588243, -0.01315904196533095]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00945981842845327, -0.042647438410217786, 0.009897459096103322]","[-0.01939608793197732, 0.010763473285588243, -0.01315904196533095]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00945981842845327, -0.04263684730784827, 0.009897459096103322]","[-0.018939853370720378, 0.01059110236951294, -0.013151331893520787]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00945981842845327, -0.04263684730784827, 0.009884307764209802]","[-0.018939853370720378, 0.01059110236951294, -0.013151331893520787]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009440878575082549, -0.04263684730784827, 0.009884307764209802]","[-0.018939853370720378, 0.01059110236951294, -0.013151331893520787]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009440878575082549, -0.042626426267131104, 0.009884307764209802]","[-0.01850209815489924, 0.010421040717169261, -0.013143716706617847]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009440878575082549, -0.042626426267131104, 0.009871164047503184]","[-0.01850209815489924, 0.010421040717169261, -0.013143716706617847]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00942237647692765, -0.042626426267131104, 0.009871164047503184]","[-0.01850209815489924, 0.010421040717169261, -0.013143716706617847]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00942237647692765, -0.04261617186845459, 0.009871164047503184]","[-0.018080446872350067, 0.010254398676516618, -0.013135797666097293]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00942237647692765, -0.04261617186845459, 0.009858028249837086]","[-0.018080446872350067, 0.010254398676516618, -0.013135797666097293]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0094042960300553, -0.04261617186845459, 0.009858028249837086]","[-0.018080446872350067, 0.010254398676516618, -0.013135797666097293]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0094042960300553, -0.04260607597021275, 0.009858028249837086]","[-0.017607338549666812, 0.01009589824183671, -0.013096503364755027]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0094042960300553, -0.04260607597021275, 0.009844931746472331]","[-0.017607338549666812, 0.01009589824183671, -0.013096503364755027]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009386688691505633, -0.04260607597021275, 0.009844931746472331]","[-0.017607338549666812, 0.01009589824183671, -0.013096503364755027]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009386688691505633, -0.04259612168091918, 0.009844931746472331]","[-0.017028821305236155, 0.009954289293567786, -0.01305365491706574]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009386688691505633, -0.04259612168091918, 0.009831878091555266]","[-0.017028821305236155, 0.009954289293567786, -0.01305365491706574]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009369659870200397, -0.04259612168091918, 0.009831878091555266]","[-0.017028821305236155, 0.009954289293567786, -0.01305365491706574]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009369659870200397, -0.04258629338724902, 0.009831878091555266]","[-0.016357702254646625, 0.009828293670161026, -0.013007777344847121]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009369659870200397, -0.04258629338724902, 0.009818870314210418]","[-0.016357702254646625, 0.009828293670161026, -0.013007777344847121]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00935330216794575, -0.04258629338724902, 0.009818870314210418]","[-0.016357702254646625, 0.009828293670161026, -0.013007777344847121]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00935330216794575, -0.04257657796727626, 0.009818870314210418]","[-0.01562556155386592, 0.009715419972758377, -0.01295983815517189]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00935330216794575, -0.04257657796727626, 0.009805910476055247]","[-0.01562556155386592, 0.009715419972758377, -0.01295983815517189]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009337676606391884, -0.04257657796727626, 0.009805910476055247]","[-0.01562556155386592, 0.009715419972758377, -0.01295983815517189]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009337676606391884, -0.04256696349055136, 0.009805910476055247]","[-0.014855508658265931, 0.009614476724900678, -0.012910691101639116]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009337676606391884, -0.04256696349055136, 0.009792999784953607]","[-0.014855508658265931, 0.009614476724900678, -0.012910691101639116]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009322821097733618, -0.04256696349055136, 0.009792999784953607]","[-0.014855508658265931, 0.009614476724900678, -0.012910691101639116]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009322821097733618, -0.04255743945149361, 0.009792999784953607]","[-0.014080931476629852, 0.009524039057753897, -0.012828160999163105]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009322821097733618, -0.04255743945149361, 0.009780171623954444]","[-0.014080931476629852, 0.009524039057753897, -0.012828160999163105]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009308740166256988, -0.04255743945149361, 0.009780171623954444]","[-0.014080931476629852, 0.009524039057753897, -0.012828160999163105]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009308740166256988, -0.04254800276957245, 0.009780171623954444]","[-0.013255228673078948, 0.009436681921159984, -0.012753610997614379]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009308740166256988, -0.04254800276957245, 0.00976741801295683]","[-0.013255228673078948, 0.009436681921159984, -0.012753610997614379]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00929548493758391, -0.04254800276957245, 0.00976741801295683]","[-0.013255228673078948, 0.009436681921159984, -0.012753610997614379]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00929548493758391, -0.042538650320929225, 0.00976741801295683]","[-0.01239471509534816, 0.009352448643223932, -0.012686486059650462]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00929548493758391, -0.042538650320929225, 0.00975473152689718]","[-0.01239471509534816, 0.009352448643223932, -0.012686486059650462]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009283090222488561, -0.042538650320929225, 0.00975473152689718]","[-0.01239471509534816, 0.009352448643223932, -0.012686486059650462]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009283090222488561, -0.04252938063652375, 0.00975473152689718]","[-0.011521161014112213, 0.009269684405475986, -0.012626158974826315]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009283090222488561, -0.04252938063652375, 0.009742105367922353]","[-0.011521161014112213, 0.009269684405475986, -0.012626158974826315]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00927156906147445, -0.04252938063652375, 0.009742105367922353]","[-0.011521161014112213, 0.009269684405475986, -0.012626158974826315]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00927156906147445, -0.04252019229779017, 0.009742105367922353]","[-0.010668115517710117, 0.009188338733576162, -0.012572766332196242]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00927156906147445, -0.04252019229779017, 0.009729532601590157]","[-0.010668115517710117, 0.009188338733576162, -0.012572766332196242]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009260900945956739, -0.04252019229779017, 0.009729532601590157]","[-0.010668115517710117, 0.009188338733576162, -0.012572766332196242]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.009260900945956739, -0.042511087638925325, 0.009729532601590157]","[-0.009827755758421569, 0.009104658864847459, -0.012524207092369163]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
