ts," -0.005281976725335369]""","[0.0, 0.0, 0.0]",0.0,0.0.1,0.0.2,0.0.3
"[0.0008896404653293979, -0.004234321509601949, 0.0024136637780181906]","[-0.012380497210608176, 0.0022556550037366313, 0.014914167129574923]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0008896404653293979, -0.004232065854598213, 0.0024136637780181906]","[-0.012380497210608176, 0.0022556550037366313, 0.014914167129574923]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0008772599681187897, -0.004232065854598213, 0.0024136637780181906]","[-0.012380497210608176, 0.0022556550037366313, 0.014914167129574923]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0008772599681187897, -0.004232065854598213, 0.002428486298621257]","[-0.011986078594097014, 0.002259649125212898, 0.014822520603066571]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0008772599681187897, -0.004229806205473, 0.002428486298621257]","[-0.011986078594097014, 0.002259649125212898, 0.014822520603066571]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0008652738895246927, -0.004229806205473, 0.002428486298621257]","[-0.011986078594097014, 0.002259649125212898, 0.014822520603066571]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0008652738895246927, -0.004229806205473, 0.0024432167887486764]","[-0.011606336593902866, 0.002266694892017959, 0.014730490127419244]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0008652738895246927, -0.004227539510580982, 0.0024432167887486764]","[-0.011606336593902866, 0.002266694892017959, 0.014730490127419244]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0008536675529307898, -0.004227539510580982, 0.0024432167887486764]","[-0.011606336593902866, 0.002266694892017959, 0.014730490127419244]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0008536675529307898, -0.004227539510580982, 0.0024578545505547695]","[-0.011207580388974351, 0.0022777262858458824, 0.014637761806093105]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0008536675529307898, -0.004225261784295136, 0.0024578545505547695]","[-0.011207580388974351, 0.0022777262858458824, 0.014637761806093105]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0008424599725418155, -0.004225261784295136, 0.0024578545505547695]","[-0.011207580388974351, 0.0022777262858458824, 0.014637761806093105]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0008424599725418155, -0.004225261784295136, 0.0024723992039142944]","[-0.010816083310002857, 0.0022914373316558836, 0.014544653359524918]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0008424599725418155, -0.00422297034696348, 0.0024723992039142944]","[-0.010816083310002857, 0.0022914373316558836, 0.014544653359524918]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0008316438892318126, -0.00422297034696348, 0.0024723992039142944]","[-0.010816083310002857, 0.0022914373316558836, 0.014544653359524918]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0008316438892318126, -0.00422297034696348, 0.0024868503015286225]","[-0.01043959228738526, 0.002307332175745247, 0.01445109761432804]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0008316438892318126, -0.004220663014787735, 0.0024868503015286225]","[-0.01043959228738526, 0.002307332175745247, 0.01445109761432804]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0008212042969444273, -0.004220663014787735, 0.0024868503015286225]","[-0.01043959228738526, 0.002307332175745247, 0.01445109761432804]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0008212042969444273, -0.004220663014787735, 0.00250120668965242]","[-0.010101519911202622, 0.0023247194155433595, 0.014356388123797515]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0008212042969444273, -0.004218338295372191, 0.00250120668965242]","[-0.010101519911202622, 0.0023247194155433595, 0.014356388123797515]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0008111027770332247, -0.004218338295372191, 0.00250120668965242]","[-0.010101519911202622, 0.0023247194155433595, 0.014356388123797515]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0008111027770332247, -0.004218338295372191, 0.00251546835428854]","[-0.009808439637074938, 0.002342775777695351, 0.014261664636120233]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0008111027770332247, -0.004215995519594496, 0.00251546835428854]","[-0.009808439637074938, 0.002342775777695351, 0.014261664636120233]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0008012943373961498, -0.004215995519594496, 0.00251546835428854]","[-0.009808439637074938, 0.002342775777695351, 0.014261664636120233]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0008012943373961498, -0.004215995519594496, 0.0025296346617134937]","[-0.009531909823074966, 0.002362244749832057, 0.014166307424953468]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0008012943373961498, -0.004213633274844664, 0.0025296346617134937]","[-0.009531909823074966, 0.002362244749832057, 0.014166307424953468]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007917624275730748, -0.004213633274844664, 0.0025296346617134937]","[-0.009531909823074966, 0.002362244749832057, 0.014166307424953468]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007917624275730748, -0.004213633274844664, 0.002543705274921967]","[-0.009286729886586994, 0.0023821999283807, 0.01407061320847329]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007917624275730748, -0.004211251074916283, 0.002543705274921967]","[-0.009286729886586994, 0.0023821999283807, 0.01407061320847329]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007824756976864878, -0.004211251074916283, 0.002543705274921967]","[-0.009286729886586994, 0.0023821999283807, 0.01407061320847329]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007824756976864878, -0.004211251074916283, 0.002557680896516598]","[-0.009067103293255323, 0.0024239629592155004, 0.013975621594631074]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007824756976864878, -0.004208827111957068, 0.002557680896516598]","[-0.009067103293255323, 0.0024239629592155004, 0.013975621594631074]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007734085943932325, -0.004208827111957068, 0.002557680896516598]","[-0.009067103293255323, 0.0024239629592155004, 0.013975621594631074]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007734085943932325, -0.004208827111957068, 0.0025715613918071293]","[-0.00886454102589165, 0.0024621170859190356, 0.013880495290531213]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007734085943932325, -0.004206364994871149, 0.0025715613918071293]","[-0.00886454102589165, 0.0024621170859190356, 0.013880495290531213]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007645440533673409, -0.004206364994871149, 0.0025715613918071293]","[-0.00886454102589165, 0.0024621170859190356, 0.013880495290531213]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007645440533673409, -0.004206364994871149, 0.0025853466632364585]","[-0.008675259030502105, 0.002496825262425506, 0.013785271429329199]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007645440533673409, -0.004203868169608723, 0.0025853466632364585]","[-0.008675259030502105, 0.002496825262425506, 0.013785271429329199]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007558687943368387, -0.004203868169608723, 0.0025853466632364585]","[-0.008675259030502105, 0.002496825262425506, 0.013785271429329199]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007558687943368387, -0.004203868169608723, 0.002599036694208933]","[-0.008500176719956745, 0.0025281105403276646, 0.013690030972474381]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007558687943368387, -0.004201340059068396, 0.002599036694208933]","[-0.008500176719956745, 0.0025281105403276646, 0.013690030972474381]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.000747368617616882, -0.004201340059068396, 0.002599036694208933]","[-0.008500176719956745, 0.0025281105403276646, 0.013690030972474381]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.000747368617616882, -0.004201340059068396, 0.0026126315389307713]","[-0.008339856995803425, 0.002556038335454515, 0.013594844721838504]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.000747368617616882, -0.004198784020732941, 0.0026126315389307713]","[-0.008339856995803425, 0.002556038335454515, 0.013594844721838504]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007390287606210786, -0.004198784020732941, 0.0026126315389307713]","[-0.008339856995803425, 0.002556038335454515, 0.013594844721838504]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007390287606210786, -0.004198784020732941, 0.0026261304700171176]","[-0.008170834034501561, 0.0025708706719272667, 0.013498931086346286]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007390287606210786, -0.004196213150061014, 0.0026261304700171176]","[-0.008170834034501561, 0.0025708706719272667, 0.013498931086346286]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.000730857926586577, -0.004196213150061014, 0.0026261304700171176]","[-0.008170834034501561, 0.0025708706719272667, 0.013498931086346286]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.000730857926586577, -0.004196213150061014, 0.0026395338139631594]","[-0.008015604547281589, 0.002583901467008258, 0.013403343946041726]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.000730857926586577, -0.0041936292485940056, 0.0026395338139631594]","[-0.008015604547281589, 0.002583901467008258, 0.013403343946041726]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007228423220392954, -0.0041936292485940056, 0.0026395338139631594]","[-0.008015604547281589, 0.002583901467008258, 0.013403343946041726]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007228423220392954, -0.0041936292485940056, 0.0026528416388221718]","[-0.007847743018044289, 0.002596212524375377, 0.01330782485901242]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007228423220392954, -0.00419103303606963, 0.0026528416388221718]","[-0.007847743018044289, 0.002596212524375377, 0.01330782485901242]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007149945790212511, -0.00419103303606963, 0.0026528416388221718]","[-0.007847743018044289, 0.002596212524375377, 0.01330782485901242]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007149945790212511, -0.00419103303606963, 0.002666054180370468]","[-0.007681039506756424, 0.0026073909472901224, 0.013212541548296083]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007149945790212511, -0.00418842564512234, 0.002666054180370468]","[-0.007681039506756424, 0.0026073909472901224, 0.013212541548296083]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007073135395144947, -0.00418842564512234, 0.002666054180370468]","[-0.007681039506756424, 0.0026073909472901224, 0.013212541548296083]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007073135395144947, -0.00418842564512234, 0.00267917167301881]","[-0.007513547478096611, 0.002617607269090813, 0.01311749264834225]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0007073135395144947, -0.004185808037853249, 0.00267917167301881]","[-0.007513547478096611, 0.002617607269090813, 0.01311749264834225]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006997999920363981, -0.004185808037853249, 0.00267917167301881]","[-0.007513547478096611, 0.002617607269090813, 0.01311749264834225]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006997999920363981, -0.004185808037853249, 0.002692194338753497]","[-0.007342986939470279, 0.0026269250821778917, 0.013022665734686682]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006997999920363981, -0.004183181112771071, 0.002692194338753497]","[-0.007342986939470279, 0.0026269250821778917, 0.013022665734686682]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006924570050969278, -0.004183181112771071, 0.002692194338753497]","[-0.007342986939470279, 0.0026269250821778917, 0.013022665734686682]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006924570050969278, -0.004183181112771071, 0.002705122605937346]","[-0.007164471488236841, 0.0026363297993044904, 0.012928267183849422]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006924570050969278, -0.004180544782971767, 0.002705122605937346]","[-0.007164471488236841, 0.0026363297993044904, 0.012928267183849422]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.000685292533608691, -0.004180544782971767, 0.002705122605937346]","[-0.007164471488236841, 0.0026363297993044904, 0.012928267183849422]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.000685292533608691, -0.004180544782971767, 0.002717956443228315]","[-0.006979563550113966, 0.0026458412215688704, 0.012833837290968618]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.000685292533608691, -0.004177898941750198, 0.002717956443228315]","[-0.006979563550113966, 0.0026458412215688704, 0.012833837290968618]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.000678312970058577, -0.004177898941750198, 0.002717956443228315]","[-0.006979563550113966, 0.0026458412215688704, 0.012833837290968618]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.000678312970058577, -0.004177898941750198, 0.0027306964394205636]","[-0.00676321026316421, 0.0026562338879942277, 0.01273999619224881]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.000678312970058577, -0.004175242707862204, 0.0027306964394205636]","[-0.00676321026316421, 0.0026562338879942277, 0.01273999619224881]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006715497597954128, -0.004175242707862204, 0.0027306964394205636]","[-0.00676321026316421, 0.0026562338879942277, 0.01273999619224881]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006715497597954128, -0.004175242707862204, 0.0028995219341825503]","[-0.0035700096003753396, 0.0026488530508062685, 0.011487027561364344]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006715497597954128, -0.004138082030330784, 0.0028995219341825503]","[-0.0035700096003753396, 0.0026488530508062685, 0.011487027561364344]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006003646974950926, -0.004138082030330784, 0.0028995219341825503]","[-0.0035700096003753396, 0.0026488530508062685, 0.011487027561364344]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006003646974950926, -0.004138082030330784, 0.002910923317500654]","[-0.003345403008552829, 0.0026512529458224895, 0.01140138331810368]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0006003646974950926, -0.004135430777384962, 0.002910923317500654]","[-0.003345403008552829, 0.0026512529458224895, 0.01140138331810368]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005970192944865398, -0.004135430777384962, 0.002910923317500654]","[-0.003345403008552829, 0.0026512529458224895, 0.01140138331810368]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005970192944865398, -0.004135430777384962, 0.002922239193752489]","[-0.0031213794210232723, 0.002654035878708362, 0.011315876251835003]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005970192944865398, -0.004132776741506253, 0.002922239193752489]","[-0.0031213794210232723, 0.002654035878708362, 0.011315876251835003]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005938979150655165, -0.004132776741506253, 0.002922239193752489]","[-0.0031213794210232723, 0.002654035878708362, 0.011315876251835003]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005938979150655165, -0.004132776741506253, 0.0029334697342321783]","[-0.002910707875424033, 0.0026568027211249998, 0.01123054047968931]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005938979150655165, -0.004130119938785128, 0.0029334697342321783]","[-0.002910707875424033, 0.0026568027211249998, 0.01123054047968931]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005909872071900925, -0.004130119938785128, 0.0029334697342321783]","[-0.002910707875424033, 0.0026568027211249998, 0.01123054047968931]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005909872071900925, -0.004130119938785128, 0.0029446153835059117]","[-0.002701002574516365, 0.0026587903255038264, 0.011145649273733467]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005909872071900925, -0.004127461148459625, 0.0029446153835059117]","[-0.002701002574516365, 0.0026587903255038264, 0.011145649273733467]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005882862046155761, -0.004127461148459625, 0.0029446153835059117]","[-0.002701002574516365, 0.0026587903255038264, 0.011145649273733467]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005882862046155761, -0.004127461148459625, 0.0029556759820831124]","[-0.0024487638562728856, 0.0026618532741693596, 0.011060598577200629]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005882862046155761, -0.004124799295185455, 0.0029556759820831124]","[-0.0024487638562728856, 0.0026618532741693596, 0.011060598577200629]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005858374407593033, -0.004124799295185455, 0.0029556759820831124]","[-0.0024487638562728856, 0.0026618532741693596, 0.011060598577200629]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005858374407593033, -0.004124799295185455, 0.002966651581477388]","[-0.0021859415852316932, 0.0026650142370540295, 0.01097559939427584]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005858374407593033, -0.004122134280948401, 0.002966651581477388]","[-0.0021859415852316932, 0.0026650142370540295, 0.01097559939427584]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005836514991740716, -0.004122134280948401, 0.002966651581477388]","[-0.0021859415852316932, 0.0026650142370540295, 0.01097559939427584]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005836514991740716, -0.004122134280948401, 0.002977542233828768]","[-0.0019232038493598386, 0.002668056881777875, 0.010890652351379891]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005836514991740716, -0.004119466224066623, 0.002977542233828768]","[-0.0019232038493598386, 0.002668056881777875, 0.010890652351379891]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005817282953247117, -0.004119466224066623, 0.002977542233828768]","[-0.0019232038493598386, 0.002668056881777875, 0.010890652351379891]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005817282953247117, -0.004119466224066623, 0.0029883478385877064]","[-0.0016552676993440664, 0.0026713294650222014, 0.010805604758938256]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005817282953247117, -0.004116794894601601, 0.0029883478385877064]","[-0.0016552676993440664, 0.0026713294650222014, 0.010805604758938256]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005800730276253677, -0.004116794894601601, 0.0029883478385877064]","[-0.0016552676993440664, 0.0026713294650222014, 0.010805604758938256]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005800730276253677, -0.004116794894601601, 0.0029990683654525317]","[-0.0013964212584149493, 0.0026744272224954804, 0.010720526864825292]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005800730276253677, -0.004114120467379106, 0.0029990683654525317]","[-0.0013964212584149493, 0.0026744272224954804, 0.010720526864825292]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005786766063669527, -0.004114120467379106, 0.0029990683654525317]","[-0.0013964212584149493, 0.0026744272224954804, 0.010720526864825292]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005786766063669527, -0.004114120467379106, 0.003009703645673229]","[-0.0011399787915165232, 0.0026777002673462544, 0.010635280220697499]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005786766063669527, -0.004111442767111759, 0.003009703645673229]","[-0.0011399787915165232, 0.0026777002673462544, 0.010635280220697499]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005775366275754362, -0.004111442767111759, 0.003009703645673229]","[-0.0011399787915165232, 0.0026777002673462544, 0.010635280220697499]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005775366275754362, -0.004111442767111759, 0.003020253593805808]","[-0.0008989177651731479, 0.002680746339855933, 0.010549948132578847]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005775366275754362, -0.0041087620207719035, 0.003020253593805808]","[-0.0008989177651731479, 0.002680746339855933, 0.010549948132578847]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.000576637709810263, -0.0041087620207719035, 0.003020253593805808]","[-0.0008989177651731479, 0.002680746339855933, 0.010549948132578847]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.000576637709810263, -0.0041087620207719035, 0.0030307179981432114]","[-0.0006653403642413024, 0.002683918443117418, 0.010464404337403362]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.000576637709810263, -0.004106078102328786, 0.0030307179981432114]","[-0.0006653403642413024, 0.002683918443117418, 0.010464404337403362]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005759723694460217, -0.004106078102328786, 0.0030307179981432114]","[-0.0006653403642413024, 0.002683918443117418, 0.010464404337403362]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005759723694460217, -0.004106078102328786, 0.0030410978746928346]","[-0.00044829976839370813, 0.0027082543270990148, 0.01037987654962328]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005759723694460217, -0.004103369848001687, 0.0030410978746928346]","[-0.00044829976839370813, 0.0027082543270990148, 0.01037987654962328]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.000575524069677628, -0.004103369848001687, 0.0030410978746928346]","[-0.00044829976839370813, 0.0027082543270990148, 0.01037987654962328]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.000575524069677628, -0.004103369848001687, 0.003051393363442109]","[-0.00024354590086566718, 0.0027293753199928925, 0.010295488749274568]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.000575524069677628, -0.004100640472681694, 0.003051393363442109]","[-0.00024354590086566718, 0.0027293753199928925, 0.010295488749274568]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005752805237767624, -0.004100640472681694, 0.003051393363442109]","[-0.00024354590086566718, 0.0027293753199928925, 0.010295488749274568]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005752805237767624, -0.004100640472681694, 0.0030616046293017625]","[-6.178697569173778e-05, 0.0027470998734645258, 0.01021126585965329]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005752805237767624, -0.00409789337280823, 0.0030616046293017625]","[-6.178697569173778e-05, 0.0027470998734645258, 0.01021126585965329]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005752187368010706, -0.00409789337280823, 0.0030616046293017625]","[-6.178697569173778e-05, 0.0027470998734645258, 0.01021126585965329]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005752187368010706, -0.00409789337280823, 0.0030717316523712706]","[0.00010692301008257896, 0.0027620173276071344, 0.010127023069508075]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005752187368010706, -0.0040951313554806225, 0.0030717316523712706]","[0.00010692301008257896, 0.0027620173276071344, 0.010127023069508075]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005753256598111532, -0.0040951313554806225, 0.0030717316523712706]","[0.00010692301008257896, 0.0027620173276071344, 0.010127023069508075]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005753256598111532, -0.0040951313554806225, 0.003655991865229443]","[0.026640505910170177, 0.0014425836930608352, 0.010608737656050016]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0005753256598111532, -0.003916227822779661, 0.003655991865229443]","[0.026640505910170177, 0.0014425836930608352, 0.010608737656050016]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0021381295242235893, -0.003916227822779661, 0.003655991865229443]","[0.026640505910170177, 0.0014425836930608352, 0.010608737656050016]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0021381295242235893, -0.003916227822779661, 0.0036668972508178636]","[0.02584004035602978, 0.001396649594731167, 0.010905385588420424]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0021381295242235893, -0.00391483117318493, 0.0036668972508178636]","[0.02584004035602978, 0.001396649594731167, 0.010905385588420424]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.002163969564579619, -0.00391483117318493, 0.0036668972508178636]","[0.02584004035602978, 0.001396649594731167, 0.010905385588420424]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.002163969564579619, -0.00391483117318493, 0.0036781057117416353]","[0.024678398932193035, 0.0013452540213428413, 0.01120846092377177]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.002163969564579619, -0.003913485919163587, 0.0036781057117416353]","[0.024678398932193035, 0.0013452540213428413, 0.01120846092377177]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.002188647963511812, -0.003913485919163587, 0.0036781057117416353]","[0.024678398932193035, 0.0013452540213428413, 0.01120846092377177]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.002188647963511812, -0.003913485919163587, 0.0036896211794443844]","[0.02324471594283622, 0.0012894033486780462, 0.011515467702749062]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.002188647963511812, -0.003912196515814909, 0.0036896211794443844]","[0.02324471594283622, 0.0012894033486780462, 0.011515467702749062]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0022118926794546484, -0.003912196515814909, 0.0036896211794443844]","[0.02324471594283622, 0.0012894033486780462, 0.011515467702749062]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0022118926794546484, -0.003912196515814909, 0.003701453400152261]","[0.021611748355884145, 0.0012283149420722408, 0.011832220707876703]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0022118926794546484, -0.0039109682008728365, 0.003701453400152261]","[0.021611748355884145, 0.0012283149420722408, 0.011832220707876703]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0022335044278105325, -0.0039109682008728365, 0.003701453400152261]","[0.021611748355884145, 0.0012283149420722408, 0.011832220707876703]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0022335044278105325, -0.0039109682008728365, 0.0037136074409320303]","[0.01981954480660816, 0.0011289526599712885, 0.012154040779769216]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0022335044278105325, -0.003909839248212865, 0.0037136074409320303]","[0.01981954480660816, 0.0011289526599712885, 0.012154040779769216]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0022533239726171407, -0.003909839248212865, 0.0037136074409320303]","[0.01981954480660816, 0.0011289526599712885, 0.012154040779769216]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
