ts," -0.005281976725335369]""","[0.0, 0.0, 0.0]",0.0,0.0.1,0.0.2,0.0.3
"[0.08468515813099521, 0.008277025300446132, -0.04076909343249057]","[-0.9210180669517037, 0.0005258939050345468, -0.04501658849267315]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.08468515813099521, 0.008277551194351166, -0.04076909343249057]","[-0.9210180669517037, 0.0005258939050345468, -0.04501658849267315]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.08376414006404351, 0.008277551194351166, -0.04076909343249057]","[-0.9210180669517037, 0.0005258939050345468, -0.04501658849267315]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.08376414006404351, 0.008277551194351166, -0.040814602649843504]","[-0.9064332432760919, 0.0002662345998556692, -0.045509217352933395]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.08376414006404351, 0.008277817428951022, -0.040814602649843504]","[-0.9064332432760919, 0.0002662345998556692, -0.045509217352933395]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.08285770682076742, 0.008277817428951022, -0.040814602649843504]","[-0.9064332432760919, 0.0002662345998556692, -0.045509217352933395]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.08285770682076742, 0.008277817428951022, -0.040860551608127425]","[-0.8919094876163047, -1.8047602180076838e-06, -0.04594895828392148]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.08285770682076742, 0.008277815624190804, -0.040860551608127425]","[-0.8919094876163047, -1.8047602180076838e-06, -0.04594895828392148]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.08196579733315111, 0.008277815624190804, -0.040860551608127425]","[-0.8919094876163047, -1.8047602180076838e-06, -0.04594895828392148]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.08196579733315111, 0.008277815624190804, -0.04090688662747192]","[-0.8776764054024139, -0.00027826571290939794, -0.0463350193444928]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.08196579733315111, 0.008277537358477895, -0.04090688662747192]","[-0.8776764054024139, -0.00027826571290939794, -0.0463350193444928]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0810881209277487, 0.008277537358477895, -0.04090688662747192]","[-0.8776764054024139, -0.00027826571290939794, -0.0463350193444928]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0810881209277487, 0.008277537358477895, -0.0409535552197]","[-0.8638685042560157, -0.0005606379900637004, -0.04666859222807879]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0810881209277487, 0.008276976720487831, -0.0409535552197]","[-0.8638685042560157, -0.0005606379900637004, -0.04666859222807879]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.08022425242349268, 0.008276976720487831, -0.0409535552197]","[-0.8638685042560157, -0.0005606379900637004, -0.04666859222807879]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.08022425242349268, 0.008276976720487831, -0.041000502640722504]","[-0.8506171542776997, -0.0008385491633566833, -0.046947421022507096]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.08022425242349268, 0.008276138171324474, -0.041000502640722504]","[-0.8506171542776997, -0.0008385491633566833, -0.046947421022507096]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.07937363526921498, 0.008276138171324474, -0.041000502640722504]","[-0.8506171542776997, -0.0008385491633566833, -0.046947421022507096]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.07937363526921498, 0.008276138171324474, -0.0410476675403287]","[-0.8372027766062051, -0.0011215888172360494, -0.04716489960619741]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.07937363526921498, 0.008275016582507238, -0.0410476675403287]","[-0.8372027766062051, -0.0011215888172360494, -0.04716489960619741]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.07853643249260878, 0.008275016582507238, -0.0410476675403287]","[-0.8372027766062051, -0.0011215888172360494, -0.04716489960619741]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.07853643249260878, 0.008275016582507238, -0.04109499009286468]","[-0.8238986294272499, -0.0014107542001019768, -0.047322552535977724]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.07853643249260878, 0.008273605828307136, -0.04109499009286468]","[-0.8238986294272499, -0.0014107542001019768, -0.047322552535977724]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.07771253386318153, 0.008273605828307136, -0.04109499009286468]","[-0.8238986294272499, -0.0014107542001019768, -0.047322552535977724]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.07771253386318153, 0.008273605828307136, -0.04114241142172975]","[-0.810861523830031, -0.0017041485944387785, -0.04742132886507294]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.07771253386318153, 0.008271901679712697, -0.04114241142172975]","[-0.810861523830031, -0.0017041485944387785, -0.04742132886507294]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0769016723393515, 0.008271901679712697, -0.04114241142172975]","[-0.810861523830031, -0.0017041485944387785, -0.04742132886507294]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0769016723393515, 0.008271901679712697, -0.04118987326340209]","[-0.7982570565582547, -0.002001444778491554, -0.04746184167233464]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0769016723393515, 0.008269900234934206, -0.04118987326340209]","[-0.7982570565582547, -0.002001444778491554, -0.04746184167233464]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.07610341528279324, 0.008269900234934206, -0.04118987326340209]","[-0.7982570565582547, -0.002001444778491554, -0.04746184167233464]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.07610341528279324, 0.008269900234934206, -0.041237317956187874]","[-0.7861627595098369, -0.0023017916751522094, -0.04744469278578772]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.07610341528279324, 0.008267598443259054, -0.041237317956187874]","[-0.7861627595098369, -0.0023017916751522094, -0.04744469278578772]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0753172525232834, 0.008267598443259054, -0.041237317956187874]","[-0.7861627595098369, -0.0023017916751522094, -0.04744469278578772]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0753172525232834, 0.008267598443259054, -0.04128468012149294]","[-0.7739696751511843, -0.0026041564256690936, -0.047362165305063486]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0753172525232834, 0.008264994286833385, -0.04128468012149294]","[-0.7739696751511843, -0.0026041564256690936, -0.047362165305063486]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.07454328284813222, 0.008264994286833385, -0.04128468012149294]","[-0.7739696751511843, -0.0026041564256690936, -0.047362165305063486]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.07454328284813222, 0.008264994286833385, -0.04133189362458508]","[-0.7618591873974345, -0.0029078123979491693, -0.04721350309214167]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.07454328284813222, 0.008262086474435435, -0.04133189362458508]","[-0.7618591873974345, -0.0029078123979491693, -0.04721350309214167]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.07378142366073479, 0.008262086474435435, -0.04133189362458508]","[-0.7618591873974345, -0.0029078123979491693, -0.04721350309214167]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.07378142366073479, 0.008262086474435435, -0.04137890049560953]","[-0.7500314391066659, -0.0032123059726784503, -0.047006871024449226]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.07378142366073479, 0.008258874168462757, -0.04137890049560953]","[-0.7500314391066659, -0.0032123059726784503, -0.047006871024449226]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.07303139222162812, 0.008258874168462757, -0.04137890049560953]","[-0.7500314391066659, -0.0032123059726784503, -0.047006871024449226]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.07303139222162812, 0.008258874168462757, -0.04142564547282021]","[-0.7386179587302033, -0.0035167386196830602, -0.04674497721068177]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.07303139222162812, 0.008255357429843074, -0.04142564547282021]","[-0.7386179587302033, -0.0035167386196830602, -0.04674497721068177]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.07229277426289792, 0.008255357429843074, -0.04142564547282021]","[-0.7386179587302033, -0.0035167386196830602, -0.04674497721068177]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.07229277426289792, 0.008255357429843074, -0.041472066538822475]","[-0.7276633940291183, -0.003800054200467015, -0.04642106600226403]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.07229277426289792, 0.008251557375642607, -0.041472066538822475]","[-0.7276633940291183, -0.003800054200467015, -0.04642106600226403]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0715651108688688, 0.008251557375642607, -0.041472066538822475]","[-0.7276633940291183, -0.003800054200467015, -0.04642106600226403]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0715651108688688, 0.008251557375642607, -0.041518098966925356]","[-0.7163331392342626, -0.004085325042183299, -0.04603242810288094]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0715651108688688, 0.008247472050600424, -0.041518098966925356]","[-0.7163331392342626, -0.004085325042183299, -0.04603242810288094]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.07084877772963454, 0.008247472050600424, -0.041518098966925356]","[-0.7163331392342626, -0.004085325042183299, -0.04603242810288094]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.07084877772963454, 0.008247472050600424, -0.04156368136072017]","[-0.7048162614670117, -0.004370699090977884, -0.045582393794811604]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.07084877772963454, 0.008243101351509446, -0.04156368136072017]","[-0.7048162614670117, -0.004370699090977884, -0.045582393794811604]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.07014396146816752, 0.008243101351509446, -0.04156368136072017]","[-0.7048162614670117, -0.004370699090977884, -0.045582393794811604]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.07014396146816752, 0.008243101351509446, -0.041608755359347584]","[-0.6933434460666826, -0.004657002612151739, -0.04507399862741651]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
